Timestamp,Address,Step_Name,Phase,Current_Density_mA_cm2,Bath_Temp_C,Additive_Conc_ppm,Plating_Time_sec,Status
2026-08-12 09:00:00,step_30,구리_전해도금,IDLE,0.22652793640560687,1.2289308249326698,0.50978252418403,8.7852304507966,NORMAL
2026-08-12 09:00:05,step_30,구리_전해도금,IDLE,0.22505790675367401,1.2765387372158175,0.5223722507443542,8.90458652972606,NORMAL
2026-08-12 09:00:10,step_30,구리_전해도금,IDLE,0.22948682902220394,1.2172253070321721,0.5156476067352532,9.036389401596942,NORMAL
2026-08-12 09:00:15,step_30,구리_전해도금,IDLE,0.22272697221518384,1.2717619354293888,0.4959612660062865,9.039102139630318,NORMAL
2026-08-12 09:00:20,step_30,구리_전해도금,IDLE,0.22311936314734773,1.2530125549606443,0.5086856284069107,8.96288758979353,NORMAL
2026-08-12 09:00:25,step_30,구리_전해도금,IDLE,0.22487522958114972,1.242139346415257,0.5033940667993118,9.001383910539289,NORMAL
2026-08-12 09:00:30,step_30,구리_전해도금,IDLE,0.22376621402522603,1.2279254544686231,0.4934054890029302,8.99783817422311,NORMAL
2026-08-12 09:00:35,step_30,구리_전해도금,IDLE,0.22385180595023038,1.2410076555645286,0.5042729311495313,9.008472296084065,NORMAL
2026-08-12 09:00:40,step_30,구리_전해도금,IDLE,0.23007107330706456,1.2475448441322416,0.49526190097734213,8.981399773353704,NORMAL
2026-08-12 09:00:45,step_30,구리_전해도금,IDLE,0.22531760675455711,1.2529237708033274,0.5012435364917143,9.040768420722785,NORMAL
2026-08-12 09:00:50,step_30,구리_전해도금,IDLE,0.2230382864162555,1.271683960829216,0.48621602289082194,9.055305485434289,NORMAL
2026-08-12 09:00:55,step_30,구리_전해도금,IDLE,0.2240249581232568,1.2511012129882249,0.48237069013094613,8.952019181000399,NORMAL
2026-08-12 09:01:00,step_30,구리_전해도금,IDLE,0.22601222889837547,1.2547948103726714,0.4971346310720421,8.940281368413228,NORMAL
2026-08-12 09:01:05,step_30,구리_전해도금,IDLE,0.22584341896182783,1.2552517068847302,0.5031814156197172,8.960194288434488,NORMAL
2026-08-12 09:01:10,step_30,구리_전해도금,IDLE,0.2235568406239599,1.2450869349898623,0.48872136318429643,9.002435900944537,NORMAL
2026-08-12 09:01:15,step_30,구리_전해도금,IDLE,0.2209299207715992,1.2471168961118653,0.5052629525438664,9.017781562029034,NORMAL
2026-08-12 09:01:20,step_30,구리_전해도금,IDLE,0.2248736493513745,1.2483957132438717,0.5004274951253058,9.039422500250332,NORMAL
2026-08-12 09:01:25,step_30,구리_전해도금,IDLE,0.22480601268656758,1.2593968191380163,0.5065025168818329,9.04857109430637,NORMAL
2026-08-12 09:01:30,step_30,구리_전해도금,IDLE,0.22338467444725102,1.2363060687444847,0.5094563855535895,9.018122430441894,NORMAL
2026-08-12 09:01:35,step_30,구리_전해도금,IDLE,0.22819944941516457,1.2424013433161223,0.5134357664295925,9.011479591307532,NORMAL
2026-08-12 09:01:40,step_30,구리_전해도금,RAMP,0.23074577900850213,1.271380353622687,0.5241308824348241,9.329779101438204,NORMAL
2026-08-12 09:01:45,step_30,구리_전해도금,RAMP,0.4513481836490171,2.435410989645626,0.9881894263621667,18.001000007704192,NORMAL
2026-08-12 09:01:50,step_30,구리_전해도금,RAMP,0.6713928870746994,3.7568190112388313,1.5075545101636905,27.118009365970316,NORMAL
2026-08-12 09:01:55,step_30,구리_전해도금,RAMP,0.9173302862347872,4.967259346185854,2.093167237246868,36.064050929323294,NORMAL
2026-08-12 09:02:00,step_30,구리_전해도금,RAMP,1.1134552715914583,6.280317173795921,2.539418588473288,44.965362718049775,NORMAL
2026-08-12 09:02:05,step_30,구리_전해도금,RAMP,1.3450340393606162,7.582429378967408,3.0028614425864566,53.96668244681362,NORMAL
2026-08-12 09:02:10,step_30,구리_전해도금,RAMP,1.5704763191536155,8.71732236847583,3.493978647758379,63.26439135340694,NORMAL
2026-08-12 09:02:15,step_30,구리_전해도금,RAMP,1.8029896061338697,10.045462050478012,3.976070425334539,71.9819539387371,NORMAL
2026-08-12 09:02:20,step_30,구리_전해도금,RAMP,2.0316088483037444,11.262036191119867,4.452512057896386,80.92946616853224,NORMAL
2026-08-12 09:02:25,step_30,구리_전해도금,RAMP,2.236634253810301,12.476970766923055,5.0683245347960035,89.85258885361569,NORMAL
2026-08-12 09:02:30,step_30,구리_전해도금,RAMP,2.468153899753457,13.750397903790704,5.519139961920602,99.08450708497101,NORMAL
2026-08-12 09:02:35,step_30,구리_전해도금,RAMP,2.7044764439307674,15.077877410414102,5.949245834005947,107.8975723936729,NORMAL
2026-08-12 09:02:40,step_30,구리_전해도금,RAMP,2.9183485339370385,16.23969080983445,6.494986456371802,117.0663588977699,NORMAL
2026-08-12 09:02:45,step_30,구리_전해도금,RAMP,3.1459822391333705,17.57854645125118,7.0508195387077635,126.03554474800272,NORMAL
2026-08-12 09:02:50,step_30,구리_전해도금,RAMP,3.3767264470216993,18.742802010053488,7.482122393697164,134.91452239626247,NORMAL
2026-08-12 09:02:55,step_30,구리_전해도금,RAMP,3.590200745193101,19.915254371933003,7.967420533326839,143.72088315448656,NORMAL
2026-08-12 09:03:00,step_30,구리_전해도금,RAMP,3.8277761132271273,21.241195577337805,8.51427075161358,152.79415513786475,NORMAL
2026-08-12 09:03:05,step_30,구리_전해도금,RAMP,4.056125598367358,22.410581658891328,9.026326015327337,161.8256256956428,NORMAL
2026-08-12 09:03:10,step_30,구리_전해도금,RAMP,4.275383867787157,23.730937274329698,9.482172684007455,170.7991940077073,NORMAL
2026-08-12 09:03:15,step_30,구리_전해도금,RAMP,4.514253838151004,24.97863289593981,9.976018456583661,180.09105356478383,NORMAL
2026-08-12 09:03:20,step_30,구리_전해도금,ACTIVE,4.510881337680946,25.16351700921171,10.02763522702684,180.63875260400215,NORMAL
2026-08-12 09:03:25,step_30,구리_전해도금,ACTIVE,4.499386174017075,25.144843087682563,9.932509280414507,179.84670297744512,NORMAL
2026-08-12 09:03:30,step_30,구리_전해도금,ACTIVE,4.495178628265028,25.007685800476754,9.967707882218525,179.88471759615723,NORMAL
2026-08-12 09:03:35,step_30,구리_전해도금,ACTIVE,4.526320788594085,25.10902207883236,9.992778445114226,179.8246252357541,NORMAL
2026-08-12 09:03:40,step_30,구리_전해도금,ACTIVE,4.490078143443635,24.96420317589769,10.044341923174443,180.2573030281889,NORMAL
2026-08-12 09:03:45,step_30,구리_전해도금,ACTIVE,4.495917411664261,24.871548044326815,9.97433961487216,180.127907058118,NORMAL
