Timestamp,Address,Step_Name,Phase,Source_Power_W,Bias_Power_W,Gas_Ratio_CHF3_Ar,Chamber_Pressure_mTorr,Back_He_Pressure_Torr,Status
2026-08-12 09:00:00,step_05,STI_식각,IDLE,74.83629327219592,17.495944220601015,0.07525725342111152,0.763413491617514,0.4887958208106361,NORMAL
2026-08-12 09:00:05,step_05,STI_식각,IDLE,75.58210504954071,17.78920844525925,0.07465552279124756,0.7385051621282787,0.49245133803428076,NORMAL
2026-08-12 09:00:10,step_05,STI_식각,IDLE,74.34095446922247,17.59934925586481,0.07425058401304303,0.7460318115194292,0.5003214314696456,NORMAL
2026-08-12 09:00:15,step_05,STI_식각,IDLE,74.62852623105005,17.313136086510447,0.07533776609905461,0.7554863997913938,0.48274228875187425,NORMAL
2026-08-12 09:00:20,step_05,STI_식각,IDLE,74.09608484517653,17.429874486647094,0.07445491277000442,0.7208764829906967,0.500223392393186,NORMAL
2026-08-12 09:00:25,step_05,STI_식각,IDLE,74.39742566190345,17.149283460698037,0.07681675562957511,0.7142264173657412,0.5169354713341368,NORMAL
2026-08-12 09:00:30,step_05,STI_식각,IDLE,74.29081080235906,17.472965252402147,0.07373070889475691,0.7551917599319659,0.5015140739062478,NORMAL
2026-08-12 09:00:35,step_05,STI_식각,IDLE,75.59758420730786,17.778025154805334,0.07653615677285495,0.7573802142085034,0.4970731454102472,NORMAL
2026-08-12 09:00:40,step_05,STI_식각,IDLE,74.58104289074916,17.671322521177743,0.07488868115120222,0.7809633020227862,0.4938183955131637,NORMAL
2026-08-12 09:00:45,step_05,STI_식각,IDLE,75.07450541084677,17.85050233147978,0.07529908573402112,0.7523714231380021,0.5089851170455156,NORMAL
2026-08-12 09:00:50,step_05,STI_식각,IDLE,74.77154195768291,17.42427868905025,0.07583315776662945,0.7622960957588715,0.4917416722676195,NORMAL
2026-08-12 09:00:55,step_05,STI_식각,IDLE,74.23832084039232,17.836524948628565,0.07436975070499557,0.7470679103462103,0.5184639592059925,NORMAL
2026-08-12 09:01:00,step_05,STI_식각,IDLE,74.89901974609701,17.45167394338801,0.07586424838469864,0.7544584083237763,0.5193335974771436,NORMAL
2026-08-12 09:01:05,step_05,STI_식각,IDLE,75.35946199911815,17.867896270642472,0.07229245614461884,0.775008852626243,0.5025675079866179,NORMAL
2026-08-12 09:01:10,step_05,STI_식각,IDLE,74.275344364474,17.494535813139468,0.07428001046677807,0.7181401077281154,0.49988484911923353,NORMAL
2026-08-12 09:01:15,step_05,STI_식각,IDLE,75.48546767443882,17.67680784345107,0.07407593719265894,0.7562042438635752,0.5103065980824156,NORMAL
2026-08-12 09:01:20,step_05,STI_식각,IDLE,74.49016744711338,17.868778091077463,0.07374649398762825,0.7820338009511605,0.5109479850222732,NORMAL
2026-08-12 09:01:25,step_05,STI_식각,IDLE,74.7102096443563,17.4516430928547,0.07478504516192105,0.7542305132881402,0.49194008268940587,NORMAL
