Timestamp,Address,Step_Name,Phase,Susceptor_Temp_C,Chamber_Pressure_mTorr,Precursor_Flow_sccm,RF_Power_W,Film_Thickness_nm,Status
2026-08-12 09:00:00,step_17,ILD0_증착,IDLE,32.50310630255281,39.67495769580976,7.682088659155941,39.93112635831604,2.235865319771997,NORMAL
2026-08-12 09:00:05,step_17,ILD0_증착,IDLE,32.33969095686905,39.618812696267035,7.42777459276037,39.46373615437149,2.2678805817020438,NORMAL
2026-08-12 09:00:10,step_17,ILD0_증착,IDLE,32.47916242945376,40.3372601490386,7.4856620495160024,40.00559431835277,2.271256137984222,NORMAL
2026-08-12 09:00:15,step_17,ILD0_증착,IDLE,32.44773912557434,40.08345091219426,7.656963450457772,39.912350473897135,2.2382221744102173,NORMAL
2026-08-12 09:00:20,step_17,ILD0_증착,IDLE,32.66090631111511,40.73864122883242,7.566873173085528,40.17903398524126,2.282487149954544,NORMAL
2026-08-12 09:00:25,step_17,ILD0_증착,IDLE,32.55689880460459,40.38882080516956,7.43002172557954,40.02843647668393,2.249282398207491,NORMAL
2026-08-12 09:00:30,step_17,ILD0_증착,IDLE,32.45830043173822,39.70751480418545,7.404498229646052,39.80773781440086,2.2165538407046013,NORMAL
2026-08-12 09:00:35,step_17,ILD0_증착,IDLE,32.75858273146341,40.336136872090705,7.4471919359896654,40.32401685765994,2.2086903985886437,NORMAL
2026-08-12 09:00:40,step_17,ILD0_증착,IDLE,32.45966384856775,39.877969784359095,7.426158529519713,39.22256827472871,2.280456448065493,NORMAL
2026-08-12 09:00:45,step_17,ILD0_증착,IDLE,32.583668008582926,40.4867438836516,7.523734811948953,39.97750720504963,2.240674906868473,NORMAL
2026-08-12 09:00:50,step_17,ILD0_증착,IDLE,32.474961799961605,39.805466449102795,7.50784345071976,39.38286217380282,2.2196483869231853,NORMAL
2026-08-12 09:00:55,step_17,ILD0_증착,IDLE,32.7446728772542,39.57902961590293,7.527923775427535,39.68073235507786,2.193518095714112,NORMAL
2026-08-12 09:01:00,step_17,ILD0_증착,IDLE,32.51302896637204,39.68169796917544,7.415918719844022,40.18368479605327,2.2401070972281216,NORMAL
2026-08-12 09:01:05,step_17,ILD0_증착,IDLE,32.5174621341836,39.702134039034036,7.492916609247475,39.55403088184572,2.260118771474909,NORMAL
2026-08-12 09:01:10,step_17,ILD0_증착,IDLE,32.47901944618409,39.663899294152536,7.294430022604378,39.501698763453625,2.232557721398845,NORMAL
2026-08-12 09:01:15,step_17,ILD0_증착,IDLE,32.52947678890018,39.77095668975796,7.514500631736136,40.83368074419547,2.223668870996653,NORMAL
2026-08-12 09:01:20,step_17,ILD0_증착,IDLE,32.67993067579719,40.342676748130096,7.617544064495586,39.52424883200294,2.236265605784832,NORMAL
2026-08-12 09:01:25,step_17,ILD0_증착,IDLE,32.626876576702706,40.71841768330648,7.357525409065382,40.57768231608079,2.2810798004786212,NORMAL
2026-08-12 09:01:30,step_17,ILD0_증착,IDLE,32.50421142716743,39.4679241937786,7.548342823064746,39.939729242397256,2.2151754595581203,NORMAL
2026-08-12 09:01:35,step_17,ILD0_증착,IDLE,32.7551987659685,40.50540521713326,7.438898564823944,39.81630980749636,2.2339574742394372,NORMAL
2026-08-12 09:01:40,step_17,ILD0_증착,RAMP,33.02379138480554,39.23567405444091,7.821000461477348,40.793500946823485,2.371075773961759,NORMAL
2026-08-12 09:01:45,step_17,ILD0_증착,RAMP,64.7370913284816,80.55661204992357,15.063458980484912,81.8712317057623,4.549417628942376,NORMAL
2026-08-12 09:01:50,step_17,ILD0_증착,RAMP,96.67179098775964,117.35336635108273,22.661881645064177,118.39550488104834,6.767912781377896,NORMAL
2026-08-12 09:01:55,step_17,ILD0_증착,RAMP,129.75099171892205,160.83845602775176,30.025929559502178,159.28565029438005,8.935155386458375,NORMAL
2026-08-12 09:02:00,step_17,ILD0_증착,RAMP,162.74800926713016,196.7915001650943,38.03133272255374,201.18561762855796,11.253050481450042,NORMAL
2026-08-12 09:02:05,step_17,ILD0_증착,RAMP,195.35832022237886,240.50229611569625,45.13896419107804,240.4031920373978,13.44621709315467,NORMAL
2026-08-12 09:02:10,step_17,ILD0_증착,RAMP,228.31548260998122,280.41160967524695,52.21783051439902,281.5426849628979,15.664061386892925,NORMAL
2026-08-12 09:02:15,step_17,ILD0_증착,RAMP,259.3432724149286,320.3056122148727,60.0394860209284,320.7211567362045,17.891994252469825,NORMAL
2026-08-12 09:02:20,step_17,ILD0_증착,RAMP,292.2365067996319,358.8241437589873,67.35244758281358,362.5315136128088,20.32840955963725,NORMAL
2026-08-12 09:02:25,step_17,ILD0_증착,RAMP,324.2934143980753,400.87924267908744,75.06495996260783,400.2500240383671,22.493959386778386,NORMAL
2026-08-12 09:02:30,step_17,ILD0_증착,RAMP,356.6967204730523,440.62573041506676,82.33209211505327,440.3105356076633,24.78145137438027,NORMAL
2026-08-12 09:02:35,step_17,ILD0_증착,RAMP,389.623308752428,479.6640755461742,89.72927570578148,480.4504099208221,27.01516731858014,NORMAL
2026-08-12 09:02:40,step_17,ILD0_증착,RAMP,422.7199673465764,521.0749604914803,97.57970888509938,519.8005156075828,29.294091882780837,NORMAL
2026-08-12 09:02:45,step_17,ILD0_증착,RAMP,455.4628366609342,559.8470333654952,105.02231585144662,561.1873220223213,31.47452812100141,NORMAL
2026-08-12 09:02:50,step_17,ILD0_증착,RAMP,486.930987536027,600.8460434542541,112.92558233801834,600.3318577134082,33.70183425489454,NORMAL
2026-08-12 09:02:55,step_17,ILD0_증착,RAMP,519.5144344483676,639.7985930761695,119.83401764834687,641.1034520128032,35.91847196706089,NORMAL
