Timestamp,Lot_ID,Wafer_ID,Address,Step_Name,Phase,Source_Power_W,Bias_Power_W,Gas_Ratio_CHF3_Ar,Chamber_Pressure_mTorr,Back_He_Pressure_Torr,Status
2026-08-12 09:00:00,LOT-20260812-A01,W01,step_12,더미게이트_식각,IDLE,75.01580477324846,17.7689835306752,0.07683311414839845,0.7538921823462972,0.5124386407312163,NORMAL
2026-08-12 09:00:05,LOT-20260812-A01,W02,step_12,더미게이트_식각,IDLE,75.11308739465369,17.536439659831913,0.07352091071190249,0.7502819428797823,0.49844073902517094,NORMAL
2026-08-12 09:00:10,LOT-20260812-A01,W03,step_12,더미게이트_식각,IDLE,75.30259140933873,17.627888882130502,0.07389016051073011,0.7371670099514157,0.48744163386627887,NORMAL
2026-08-12 09:00:15,LOT-20260812-A01,W04,step_12,더미게이트_식각,IDLE,75.23149289185933,17.591357960706176,0.07399621218453638,0.7676930740141161,0.49519579780596507,NORMAL
2026-08-12 09:00:20,LOT-20260812-A01,W05,step_12,더미게이트_식각,IDLE,74.93377009161237,17.469628223639898,0.07405605935666758,0.7577591314104196,0.5037912363306923,NORMAL
2026-08-12 09:00:25,LOT-20260812-A01,W06,step_12,더미게이트_식각,IDLE,75.02920082589765,17.284999381219425,0.0753234523642604,0.7594385727044286,0.49467298912445024,NORMAL
2026-08-12 09:00:30,LOT-20260812-A01,W07,step_12,더미게이트_식각,IDLE,74.1574101499823,17.479465834111487,0.07443319654790419,0.7423870298471135,0.5002002974882435,NORMAL
2026-08-12 09:00:35,LOT-20260812-A01,W08,step_12,더미게이트_식각,IDLE,74.64976761258634,17.746690404370707,0.0769788995037176,0.762511508578651,0.5074007836570529,NORMAL
2026-08-12 09:00:40,LOT-20260812-A01,W09,step_12,더미게이트_식각,IDLE,75.03028263221007,17.389631048671774,0.07690467988208165,0.763677203903562,0.4979780966461238,NORMAL
2026-08-12 09:00:45,LOT-20260812-A01,W10,step_12,더미게이트_식각,IDLE,74.55848785445258,17.723336815652036,0.07499353840592098,0.7399683264182831,0.49062942323533865,NORMAL
2026-08-12 09:00:50,LOT-20260812-A01,W11,step_12,더미게이트_식각,IDLE,75.51609047752353,17.684267667654417,0.0769553262161498,0.7327366907002077,0.49701016002628157,NORMAL
2026-08-12 09:00:55,LOT-20260812-A01,W12,step_12,더미게이트_식각,IDLE,74.60482075142698,17.425265650745043,0.07648813462724022,0.7587205958900839,0.5124386407312163,NORMAL
2026-08-12 09:01:00,LOT-20260812-A01,W13,step_12,더미게이트_식각,IDLE,75.12978324674899,17.847200025904893,0.07454929344082276,0.7327366907002077,0.5124386407312163,NORMAL
