Timestamp,Lot_ID,Wafer_ID,Address,Step_Name,Phase,Zone_Temp_C,Gas_Flow_sccm,Chamber_Pressure_Torr,Ramp_Rate_C_sec,Status
09:00:00,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:00:05,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:00:10,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:00:15,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:00:20,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:00:25,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:00:30,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:00:35,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:00:40,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:00:45,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:00:50,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:00:55,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:01:00,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:01:05,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:01:10,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:01:15,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:01:20,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:01:25,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:01:30,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:01:35,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:01:40,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:01:45,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:01:50,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:01:55,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:02:00,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:02:05,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:02:10,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:02:15,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
09:02:20,,,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
