Timestamp,Address,Step_Name,Phase,Parameter_Alpha,Parameter_Beta,Process_Status_Score,Status
2026-08-12 09:00:00,step_01,베어_웨이퍼_준비,IDLE,5.037849430832267,2.486931924487024,4.96876567611952,NORMAL
2026-08-12 09:00:05,step_01,베어_웨이퍼_준비,IDLE,4.953891733791119,2.526225230645922,4.939679105435653,NORMAL
2026-08-12 09:00:10,step_01,베어_웨이퍼_준비,IDLE,5.043480296005283,2.482391407736431,4.95192241553882,NORMAL
2026-08-12 09:00:15,step_01,베어_웨이퍼_준비,IDLE,5.067781892940247,2.464788467590911,4.940754494225899,NORMAL
2026-08-12 09:00:20,step_01,베어_웨이퍼_준비,IDLE,5.020671745161185,2.4610842706619023,4.941310075451354,NORMAL
2026-08-12 09:00:25,step_01,베어_웨이퍼_준비,IDLE,5.093839790627904,2.515150248783641,4.943816557530627,NORMAL
2026-08-12 09:00:30,step_01,베어_웨이퍼_준비,IDLE,4.961310540044821,2.467989266187593,4.9544426754326745,NORMAL
2026-08-12 09:00:35,step_01,베어_웨이퍼_준비,IDLE,4.937767264834429,2.5438698545496092,4.9404250275667305,NORMAL
2026-08-12 09:00:40,step_01,베어_웨이퍼_준비,IDLE,4.911063987554786,2.447951764802907,4.975115122511471,NORMAL
2026-08-12 09:00:45,step_01,베어_웨이퍼_준비,IDLE,5.074802215574459,2.542411409207251,4.9321078539556105,NORMAL
2026-08-12 09:00:50,step_01,베어_웨이퍼_준비,IDLE,5.032718282817703,2.5052754366800656,4.946262567116773,NORMAL
2026-08-12 09:00:55,step_01,베어_웨이퍼_준비,IDLE,4.997220766454477,2.49758217220324,4.941205378834517,NORMAL
2026-08-12 09:01:00,step_01,베어_웨이퍼_준비,IDLE,5.013998431315991,2.4863770228297764,4.978939557687075,NORMAL
2026-08-12 09:01:05,step_01,베어_웨이퍼_준비,IDLE,4.943725547635081,2.5099784028588017,4.953931095530232,NORMAL
2026-08-12 09:01:10,step_01,베어_웨이퍼_준비,IDLE,5.122287598980841,2.499059132439379,4.970636890789373,NORMAL
2026-08-12 09:01:15,step_01,베어_웨이퍼_준비,IDLE,5.006461059098761,2.527582547050413,4.920288792539261,NORMAL
2026-08-12 09:01:20,step_01,베어_웨이퍼_준비,IDLE,5.005469739730245,2.502855691216551,4.955341005317385,NORMAL
2026-08-12 09:01:25,step_01,베어_웨이퍼_준비,IDLE,5.0362883311949345,2.503757544036547,4.967792615912469,NORMAL
2026-08-12 09:01:30,step_01,베어_웨이퍼_준비,IDLE,5.024050461586835,2.4909096946946536,4.951645679785509,NORMAL
2026-08-12 09:01:35,step_01,베어_웨이퍼_준비,IDLE,5.011194201213956,2.4985763594069734,4.971309607501307,NORMAL
2026-08-12 09:01:40,step_01,베어_웨이퍼_준비,RAMP,4.841905108910938,2.530780176889206,4.90861692399197,NORMAL
