Timestamp,Address,Step_Name,Phase,Head_Downforce_psi,Platen_RPM,Slurry_Flow_ml_min,Brush_Pressure_psi,Status
2026-08-12 09:00:00,step_25,컨택_갭필,IDLE,0.17755783105778264,4.4904164456513875,9.871715004934824,0.05821704454275291,NORMAL
2026-08-12 09:00:05,step_25,컨택_갭필,IDLE,0.17449272339457245,4.514129464944479,9.995212555029024,0.06059556338178684,NORMAL
2026-08-12 09:00:10,step_25,컨택_갭필,IDLE,0.1772766709326498,4.544564923571429,9.832449713633231,0.059195367004262096,NORMAL
2026-08-12 09:00:15,step_25,컨택_갭필,IDLE,0.16880664151765626,4.581942134309045,9.71546596082544,0.06124877161855998,NORMAL
2026-08-12 09:00:20,step_25,컨택_갭필,IDLE,0.17777856489211014,4.525051082924221,10.011404452997343,0.06000819443260783,NORMAL
2026-08-12 09:00:25,step_25,컨택_갭필,IDLE,0.17177480476972556,4.500120360896915,10.080139865557209,0.059525731179738264,NORMAL
2026-08-12 09:00:30,step_25,컨택_갭필,IDLE,0.1723176506923042,4.501397883055768,10.182293525895632,0.0575832663498544,NORMAL
2026-08-12 09:00:35,step_25,컨택_갭필,IDLE,0.17323845627627188,4.447708219889654,10.091046206975722,0.06122231784962793,NORMAL
2026-08-12 09:00:40,step_25,컨택_갭필,IDLE,0.17770963805207862,4.480905856656717,10.294809577724905,0.0602935268326453,NORMAL
2026-08-12 09:00:45,step_25,컨택_갭필,IDLE,0.17277675037713838,4.502560974230755,10.204161246360473,0.05955180528118263,NORMAL
2026-08-12 09:00:50,step_25,컨택_갭필,IDLE,0.17336027805190912,4.569094693755088,10.110711812752992,0.05910970861241979,NORMAL
2026-08-12 09:00:55,step_25,컨택_갭필,IDLE,0.17259578070493556,4.478497840325933,10.070292823803399,0.06159909120903125,NORMAL
2026-08-12 09:01:00,step_25,컨택_갭필,IDLE,0.17563848700214862,4.553132732273689,10.184515327460984,0.05893578029932714,NORMAL
2026-08-12 09:01:05,step_25,컨택_갭필,IDLE,0.1768590208372192,4.495908099436807,9.66804668330072,0.059631352541697345,NORMAL
2026-08-12 09:01:10,step_25,컨택_갭필,IDLE,0.1792608112894016,4.562177927979122,9.927991443810557,0.06056974510205706,NORMAL
2026-08-12 09:01:15,step_25,컨택_갭필,IDLE,0.18099954374946695,4.533836124698648,9.721227842955894,0.06145076664002337,NORMAL
2026-08-12 09:01:20,step_25,컨택_갭필,IDLE,0.17662545188296994,4.530459768142568,10.099464644857916,0.059783680292962216,NORMAL
2026-08-12 09:01:25,step_25,컨택_갭필,IDLE,0.17591413546717344,4.548941332999776,9.888585418388365,0.05926518302576746,NORMAL
2026-08-12 09:01:30,step_25,컨택_갭필,IDLE,0.17195665066972948,4.541657995564298,10.452947971350707,0.05989326079144468,NORMAL
2026-08-12 09:01:35,step_25,컨택_갭필,IDLE,0.17977325788432746,4.553190669785192,9.922311130274384,0.06090447066295734,NORMAL
2026-08-12 09:01:40,step_25,컨택_갭필,RAMP,0.17715403109333946,4.926352791848113,10.063817898929514,0.0645175795410528,NORMAL
2026-08-12 09:01:45,step_25,컨택_갭필,RAMP,0.34710935158092365,9.323378942269786,19.7586400794874,0.11449936340381847,NORMAL
2026-08-12 09:01:50,step_25,컨택_갭필,RAMP,0.5288753176905355,13.593284846832992,29.706701257113675,0.18045976048150802,NORMAL
2026-08-12 09:01:55,step_25,컨택_갭필,RAMP,0.6936364927260512,17.91165062825927,39.25208686970122,0.2342629383641544,NORMAL
2026-08-12 09:02:00,step_25,컨택_갭필,RAMP,0.8516232843570866,22.573283557938165,49.23191035403541,0.30353686868390906,NORMAL
2026-08-12 09:02:05,step_25,컨택_갭필,RAMP,1.055718029209336,26.614760854868294,58.69230419863621,0.3616895356023326,NORMAL
2026-08-12 09:02:10,step_25,컨택_갭필,RAMP,1.2384247385193392,31.665797322500204,70.32727738168207,0.4163152574761971,NORMAL
2026-08-12 09:02:15,step_25,컨택_갭필,RAMP,1.4055692263520096,35.78799336108528,79.74521194008321,0.4861365822802046,NORMAL
2026-08-12 09:02:20,step_25,컨택_갭필,RAMP,1.5749292086999835,40.7244962551949,91.16017693562559,0.5413400539200296,NORMAL
2026-08-12 09:02:25,step_25,컨택_갭필,RAMP,1.7501327175239139,45.39605780673814,99.25351588955965,0.6009007699218666,NORMAL
2026-08-12 09:02:30,step_25,컨택_갭필,RAMP,1.9267227974771632,49.209813131463015,110.88578871209296,0.6592835540706161,NORMAL
2026-08-12 09:02:35,step_25,컨택_갭필,RAMP,2.101416542210886,53.989939120758486,120.94335560121091,0.7199678482626614,NORMAL
2026-08-12 09:02:40,step_25,컨택_갭필,RAMP,2.274392986825194,58.28711742946651,130.7662258999003,0.7784740699943089,NORMAL
2026-08-12 09:02:45,step_25,컨택_갭필,RAMP,2.4502534287946887,62.6543380072127,140.1408783862793,0.8370351660151351,NORMAL
2026-08-12 09:02:50,step_25,컨택_갭필,RAMP,2.6405501274044045,67.47873566975923,149.79707656486835,0.9049165223504215,NORMAL
