Timestamp,Address,Step_Name,Phase,Dose_atoms_cm2_e13,Energy_keV,Beam_Current_mA,Tilt_Angle_deg,Status
2026-08-12 09:00:00,step_16,고농도_SD_주입,IDLE,0.24953624117740952,1.5250455095506124,0.5798173984667098,0.35100969951667743,NORMAL
2026-08-12 09:00:05,step_16,고농도_SD_주입,IDLE,0.2527414844729553,1.5050908129279907,0.5863555944114874,0.34276268871486426,NORMAL
2026-08-12 09:00:10,step_16,고농도_SD_주입,IDLE,0.25000205334194864,1.5267069071347408,0.5955150956913358,0.33998928637583786,NORMAL
2026-08-12 09:00:15,step_16,고농도_SD_주입,IDLE,0.2500729593951385,1.4963518259852817,0.6089829687120606,0.3477033243797372,NORMAL
2026-08-12 09:00:20,step_16,고농도_SD_주입,IDLE,0.2505188206946586,1.514081024599341,0.6034653314681926,0.34932975616748907,NORMAL
2026-08-12 09:00:25,step_16,고농도_SD_주입,IDLE,0.24690904467898386,1.4647494577730997,0.6014020512617125,0.3504721361217677,NORMAL
2026-08-12 09:00:30,step_16,고농도_SD_주입,IDLE,0.2515623011602559,1.4899956827281249,0.5798997237725513,0.3469262969194106,NORMAL
2026-08-12 09:00:35,step_16,고농도_SD_주입,IDLE,0.24686200471271041,1.4745401333553745,0.612700861476801,0.3563697336473748,NORMAL
2026-08-12 09:00:40,step_16,고농도_SD_주입,IDLE,0.24765096104680243,1.492504322999232,0.6022367969649557,0.34252430170758064,NORMAL
2026-08-12 09:00:45,step_16,고농도_SD_주입,IDLE,0.24737696307748208,1.509436234790123,0.5988058233010785,0.3443086893252095,NORMAL
2026-08-12 09:00:50,step_16,고농도_SD_주입,IDLE,0.24956193758342363,1.487908398246917,0.6113242310998891,0.3524331797807241,NORMAL
2026-08-12 09:00:55,step_16,고농도_SD_주입,IDLE,0.24911886824115537,1.5172768418727756,0.6124749672356828,0.3441917630718143,NORMAL
2026-08-12 09:01:00,step_16,고농도_SD_주입,IDLE,0.24999693740422937,1.4828677471289997,0.611545902476092,0.3439983977390135,NORMAL
2026-08-12 09:01:05,step_16,고농도_SD_주입,IDLE,0.24773685960055888,1.5177047322729995,0.5975291350329672,0.35061677396103585,NORMAL
2026-08-12 09:01:10,step_16,고농도_SD_주입,IDLE,0.25251373830076596,1.5261951433174807,0.5899652343921581,0.3447323868984199,NORMAL
2026-08-12 09:01:15,step_16,고농도_SD_주입,IDLE,0.2520850689218158,1.5202705227018196,0.6098892291714209,0.3493345778603966,NORMAL
2026-08-12 09:01:20,step_16,고농도_SD_주입,IDLE,0.2495654662177707,1.4931162189634046,0.586349455569296,0.3465007172017113,NORMAL
2026-08-12 09:01:25,step_16,고농도_SD_주입,IDLE,0.24880408320853015,1.4574909280411172,0.6194725673866429,0.34569168148313634,NORMAL
2026-08-12 09:01:30,step_16,고농도_SD_주입,IDLE,0.248551606266637,1.5116433399347469,0.6002799954519458,0.33948847304327534,NORMAL
2026-08-12 09:01:35,step_16,고농도_SD_주입,IDLE,0.2492246375124733,1.497495305705694,0.5893911574430043,0.35069781576410675,NORMAL
2026-08-12 09:01:40,step_16,고농도_SD_주입,RAMP,0.23599754771248824,1.4217285647898117,0.5507252578337357,0.32505620015774145,NORMAL
2026-08-12 09:01:45,step_16,고농도_SD_주입,RAMP,0.4904039268778816,2.955497674810367,1.1488958070377577,0.6966351559293896,NORMAL
2026-08-12 09:01:50,step_16,고농도_SD_주입,RAMP,0.7586012039198496,4.614754025315584,1.8056145162688337,1.0397579020330288,NORMAL
2026-08-12 09:01:55,step_16,고농도_SD_주입,RAMP,1.0030181248607586,5.909012783951187,2.3997443071976083,1.3958698388260025,NORMAL
2026-08-12 09:02:00,step_16,고농도_SD_주입,RAMP,1.2663427448597653,7.5374647340496965,2.950563113059632,1.747006492519735,NORMAL
2026-08-12 09:02:05,step_16,고농도_SD_주입,RAMP,1.4970080484983068,9.017436654050993,3.585741768537764,2.1038725650183654,NORMAL
2026-08-12 09:02:10,step_16,고농도_SD_주입,RAMP,1.7463848677289313,10.471408986826942,4.1452825845563455,2.435444813970171,NORMAL
2026-08-12 09:02:15,step_16,고농도_SD_주입,RAMP,1.9959210107545635,12.051562614985043,4.823572072237767,2.8248539295854678,NORMAL
2026-08-12 09:02:20,step_16,고농도_SD_주입,RAMP,2.2468083551678184,13.63057962071191,5.397816269355491,3.113051998782889,NORMAL
2026-08-12 09:02:25,step_16,고농도_SD_주입,RAMP,2.493400459868534,14.976322279689104,5.984863899763302,3.495468177629456,NORMAL
2026-08-12 09:02:30,step_16,고농도_SD_주입,RAMP,2.752709882146872,16.480545524153833,6.548475570797298,3.8667246195282177,NORMAL
2026-08-12 09:02:35,step_16,고농도_SD_주입,RAMP,3.000291040671484,18.049765192399217,7.187993775991089,4.209535451060052,NORMAL
2026-08-12 09:02:40,step_16,고농도_SD_주입,RAMP,3.2449008549816174,19.573459425714802,7.783410884746146,4.530503288469428,NORMAL
2026-08-12 09:02:45,step_16,고농도_SD_주입,RAMP,3.512511489130189,20.989783423428108,8.412709068048384,4.88383509014024,NORMAL
2026-08-12 09:02:50,step_16,고농도_SD_주입,RAMP,3.768965829224863,22.47557010111251,9.00668071912468,5.229864148813468,NORMAL
2026-08-12 09:02:55,step_16,고농도_SD_주입,RAMP,4.011665772055734,23.82258827834242,9.631682404083174,5.611984552613288,NORMAL
2026-08-12 09:03:00,step_16,고농도_SD_주입,RAMP,4.255581240130834,25.437759287010675,10.180616938259798,5.93520152542969,NORMAL
2026-08-12 09:03:05,step_16,고농도_SD_주입,RAMP,4.507617697262638,26.908855066234597,10.725583539912138,6.305102461762469,NORMAL
2026-08-12 09:03:10,step_16,고농도_SD_주입,RAMP,4.768564155178264,28.554769999704952,11.43964371506392,6.65528602828152,NORMAL
2026-08-12 09:03:15,step_16,고농도_SD_주입,RAMP,5.007603193157594,29.98048776411193,11.962558699478073,7.047367869364708,NORMAL
2026-08-12 09:03:20,step_16,고농도_SD_주입,ACTIVE,4.991222212211011,29.966037407335328,11.933584976819084,7.009397537794051,NORMAL
2026-08-12 09:03:25,step_16,고농도_SD_주입,ACTIVE,5.005884087899759,29.99891324836524,11.997413007293176,6.975665679557486,NORMAL
2026-08-12 09:03:30,step_16,고농도_SD_주입,ACTIVE,5.0093936639909495,29.895578823584952,12.018136230777271,6.956195492138008,NORMAL
2026-08-12 09:03:35,step_16,고농도_SD_주입,ACTIVE,4.985079240889461,30.18638966240265,11.968149815657119,6.991724418560867,NORMAL
2026-08-12 09:03:40,step_16,고농도_SD_주입,ACTIVE,4.9957260377203525,30.155783269403592,11.967678439111912,6.99642742472718,NORMAL
2026-08-12 09:03:45,step_16,고농도_SD_주입,ACTIVE,5.016505877360832,30.19417281396572,11.976538420934066,6.933679014178283,NORMAL
2026-08-12 09:03:50,step_16,고농도_SD_주입,ACTIVE,4.972647608974256,30.082010067748666,12.084992421059589,6.978584375191209,NORMAL
2026-08-12 09:03:55,step_16,고농도_SD_주입,ACTIVE,4.9812435718243915,29.996462626197367,11.999839314746511,7.008920576284827,NORMAL
2026-08-12 09:04:00,step_16,고농도_SD_주입,ACTIVE,4.997353894195575,30.193767516360825,11.941922229632292,6.984029329892015,NORMAL
2026-08-12 09:04:05,step_16,고농도_SD_주입,ACTIVE,5.005305193932585,29.918283979690443,11.942532998585822,7.0290587135711755,NORMAL
2026-08-12 09:04:10,step_16,고농도_SD_주입,ACTIVE,4.979635513325767,29.895454922516038,11.984946949225058,6.9532493066583845,NORMAL
2026-08-12 09:04:15,step_16,고농도_SD_주입,ACTIVE,4.998098161225011,29.927818618227615,12.01427147604168,7.020306484604596,NORMAL
2026-08-12 09:04:20,step_16,고농도_SD_주입,ACTIVE,5.017306528086329,30.062744552029717,12.02903880971797,7.027416692245779,NORMAL
2026-08-12 09:04:25,step_16,고농도_SD_주입,ACTIVE,5.001029771856114,29.90854737679348,12.007449516230833,7.0286948942752465,NORMAL
2026-08-12 09:04:30,step_16,고농도_SD_주입,ACTIVE,5.014086334154467,29.98135524141384,11.949487598944975,6.9530243084603685,NORMAL
2026-08-12 09:04:35,step_16,고농도_SD_주입,ACTIVE,4.991118288179975,29.807777364733827,11.974563522026353,7.009436583875721,NORMAL
