Timestamp,Address,Step_Name,Phase,Source_Power_W,Bias_Power_W,Gas_Ratio_CHF3_Ar,Chamber_Pressure_mTorr,Back_He_Pressure_Torr,Status
2026-08-12 09:00:00,step_34,패드_오픈_식각,IDLE,74.82372006454061,17.65990122573043,0.07741424789160413,0.7562952949681367,0.5060275581967683,NORMAL
2026-08-12 09:00:05,step_34,패드_오픈_식각,IDLE,74.46372262599064,17.63801663972748,0.07436343745758499,0.7514607288448872,0.5079903836827256,NORMAL
2026-08-12 09:00:10,step_34,패드_오픈_식각,IDLE,73.9907700071954,17.56436952183041,0.07554385869043623,0.7438482488406665,0.5097655330969545,NORMAL
2026-08-12 09:00:15,step_34,패드_오픈_식각,IDLE,73.39496758305881,17.74615966476175,0.07592674418350256,0.7636746557359841,0.5059856097573555,NORMAL
2026-08-12 09:00:20,step_34,패드_오픈_식각,IDLE,75.31413553847106,17.31436465787395,0.07510118288488735,0.751217538103478,0.5025068326482559,NORMAL
2026-08-12 09:00:25,step_34,패드_오픈_식각,IDLE,74.84696110783612,17.38346832428485,0.07638582807246022,0.751099763980544,0.5028416257069737,NORMAL
2026-08-12 09:00:30,step_34,패드_오픈_식각,IDLE,74.63768101701349,17.25916169795655,0.07699521320098536,0.7126695943864909,0.5036676428502177,NORMAL
2026-08-12 09:00:35,step_34,패드_오픈_식각,IDLE,75.1276869029079,17.502253001074894,0.0738903883460775,0.7622992798109463,0.4937569414869364,NORMAL
2026-08-12 09:00:40,step_34,패드_오픈_식각,IDLE,75.60864255617773,17.470014478275832,0.07511614607122442,0.7474419951228382,0.4962950358539636,NORMAL
2026-08-12 09:00:45,step_34,패드_오픈_식각,IDLE,75.16173991615238,17.714113764625502,0.0759156768561105,0.7613239859971422,0.5040233664274842,NORMAL
2026-08-12 09:00:50,step_34,패드_오픈_식각,IDLE,74.73412258606628,17.596702922644834,0.0733669612865915,0.7746744199627186,0.5065047998577543,NORMAL
2026-08-12 09:00:55,step_34,패드_오픈_식각,IDLE,76.27949309707002,17.672354331096493,0.07606427328401745,0.7623504985739594,0.49349007137183976,NORMAL
2026-08-12 09:01:00,step_34,패드_오픈_식각,IDLE,74.61854839050602,17.450717725453533,0.07670653570412422,0.7508122698964746,0.4892336801797525,NORMAL
2026-08-12 09:01:05,step_34,패드_오픈_식각,IDLE,74.15422145564492,17.601418618727916,0.07628388686234339,0.7457035932736381,0.4832470091268873,NORMAL
2026-08-12 09:01:10,step_34,패드_오픈_식각,IDLE,75.05988938263177,17.95318385437198,0.07543844488701935,0.7878858478839947,0.4873866470674041,NORMAL
2026-08-12 09:01:15,step_34,패드_오픈_식각,IDLE,74.84666352857388,17.16361447903254,0.07653945963546659,0.7572507797071297,0.4946044263677177,NORMAL
2026-08-12 09:01:20,step_34,패드_오픈_식각,IDLE,75.56825654596565,17.04022643184768,0.07535745127533412,0.7531444513222961,0.4955338476798452,NORMAL
2026-08-12 09:01:25,step_34,패드_오픈_식각,IDLE,74.68422678535507,17.659228255608053,0.07368038325182463,0.747255901812118,0.4971716322219256,NORMAL
2026-08-12 09:01:30,step_34,패드_오픈_식각,IDLE,74.90090765607108,17.287864316608882,0.07447810546062289,0.7365516485354393,0.4879498158806438,NORMAL
2026-08-12 09:01:35,step_34,패드_오픈_식각,IDLE,74.48053934925544,17.154567179655004,0.07474437589198392,0.7207396975046163,0.4818745764242907,NORMAL
2026-08-12 09:01:40,step_34,패드_오픈_식각,RAMP,76.93838045262541,18.033907789846435,0.07474419850467429,0.8412705774453108,0.505062535272728,NORMAL
2026-08-12 09:01:45,step_34,패드_오픈_식각,RAMP,150.34456799564165,33.99562384985487,0.14962308097473187,1.4532370159884027,1.0050787365126352,NORMAL
2026-08-12 09:01:50,step_34,패드_오픈_식각,RAMP,224.339556569419,54.039056085100206,0.22364699871430713,2.238581066829005,1.5248534296687766,NORMAL
2026-08-12 09:01:55,step_34,패드_오픈_식각,RAMP,299.6400231213622,70.1564696139761,0.3008753740958476,2.993636491422805,2.032601520709939,NORMAL
2026-08-12 09:02:00,step_34,패드_오픈_식각,RAMP,374.9488548020235,87.29739416730564,0.381016945216534,3.835986475832731,2.515694322869125,NORMAL
2026-08-12 09:02:05,step_34,패드_오픈_식각,RAMP,446.55033370179194,104.17841958255082,0.4508564500578798,4.454022485670737,3.00458670542114,NORMAL
2026-08-12 09:02:10,step_34,패드_오픈_식각,RAMP,527.7905001157803,122.7151883738311,0.5275148659272992,5.265440925082998,3.535040242461413,NORMAL
2026-08-12 09:02:15,step_34,패드_오픈_식각,RAMP,602.6496679481766,138.40907866132991,0.5912243140285794,6.030729800374451,4.056962359669044,NORMAL
2026-08-12 09:02:20,step_34,패드_오픈_식각,RAMP,675.0976329345664,155.03170997281225,0.6755039087390311,6.666932851072077,4.472932950872467,NORMAL
2026-08-12 09:02:25,step_34,패드_오픈_식각,RAMP,749.8411429268982,173.4458459481204,0.754347339218642,7.411292149124701,5.03081042685825,NORMAL
2026-08-12 09:02:30,step_34,패드_오픈_식각,RAMP,822.6080207685482,193.63719015652865,0.8299874002718568,8.207098827421717,5.475032932514774,NORMAL
2026-08-12 09:02:35,step_34,패드_오픈_식각,RAMP,904.1456039096392,209.07586085542493,0.9045804098599861,9.014620197484478,6.0087613764512,NORMAL
2026-08-12 09:02:40,step_34,패드_오픈_식각,RAMP,978.565090956002,226.06549773386234,0.9762136462872866,9.75698941085537,6.542781588019447,NORMAL
2026-08-12 09:02:45,step_34,패드_오픈_식각,RAMP,1050.9465473601801,244.9111985973289,1.051655740927252,10.492855046202655,6.9890532906959315,NORMAL
2026-08-12 09:02:50,step_34,패드_오픈_식각,RAMP,1126.968115408012,264.72468762899035,1.1223091150726212,11.289143159973465,7.461916925468232,NORMAL
2026-08-12 09:02:55,step_34,패드_오픈_식각,RAMP,1202.9531543229389,281.09189460866077,1.2033800733715796,11.948592263301032,7.981631520439478,NORMAL
2026-08-12 09:03:00,step_34,패드_오픈_식각,RAMP,1277.46592813181,296.69955525308535,1.2723304247242704,12.739767311613837,8.4618780714383,NORMAL
2026-08-12 09:03:05,step_34,패드_오픈_식각,RAMP,1347.9451320685234,314.1815358948533,1.3527235768685135,13.493187450861914,8.957031488294154,NORMAL
2026-08-12 09:03:10,step_34,패드_오픈_식각,RAMP,1424.253296422986,331.7040448878858,1.4251660517725755,14.200212742935195,9.548262935921215,NORMAL
2026-08-12 09:03:15,step_34,패드_오픈_식각,RAMP,1501.1236372462547,349.0897353697119,1.500059766342158,15.13810169707682,10.021294833395682,NORMAL
2026-08-12 09:03:20,step_34,패드_오픈_식각,ACTIVE,1500.7319697563105,350.8156899471578,1.5060074512319779,14.805560581012644,9.956826777108224,NORMAL
2026-08-12 09:03:25,step_34,패드_오픈_식각,ACTIVE,1502.7110126484708,349.49607727191074,1.503367241661121,15.111661274899104,9.94093650637288,NORMAL
2026-08-12 09:03:30,step_34,패드_오픈_식각,ACTIVE,1502.317411450772,348.3302901839788,1.5016955845047566,15.072006499143834,9.94507559553089,NORMAL
2026-08-12 09:03:35,step_34,패드_오픈_식각,ACTIVE,1500.8890967817533,347.9955993162243,1.4970136392116138,15.072745884436978,9.956816394337634,NORMAL
2026-08-12 09:03:40,step_34,패드_오픈_식각,ACTIVE,1490.6265478566781,353.45155041382003,1.509613879409339,15.008626368130338,10.069159492725706,NORMAL
2026-08-12 09:03:45,step_34,패드_오픈_식각,ACTIVE,1504.2222106018469,351.1081193320654,1.501997780838643,15.120022071605003,9.993394601579352,NORMAL
2026-08-12 09:03:50,step_34,패드_오픈_식각,ACTIVE,1503.0205289366963,348.715864790884,1.5044843239622452,14.95964763626133,10.127896862763977,NORMAL
2026-08-12 09:03:55,step_34,패드_오픈_식각,ACTIVE,1507.4491708641099,351.8185392011939,1.5004856826656223,15.035319527234556,9.99761564751817,NORMAL
2026-08-12 09:04:00,step_34,패드_오픈_식각,ACTIVE,1498.2810086919424,348.27141623879885,1.4958376061829197,15.006588038294584,9.965461310903553,NORMAL
2026-08-12 09:04:05,step_34,패드_오픈_식각,ACTIVE,1493.3655379323234,349.79433425982506,1.5021296725166058,14.979092018556399,10.055666153388763,NORMAL
2026-08-12 09:04:10,step_34,패드_오픈_식각,ACTIVE,1499.3503859747045,349.6301537185227,1.4964254048157217,15.01096668054169,9.899791456867415,NORMAL
2026-08-12 09:04:15,step_34,패드_오픈_식각,ACTIVE,1501.6440492199583,350.2734892502251,1.5026266668448767,14.914611682054115,10.011306901277582,NORMAL
2026-08-12 09:04:20,step_34,패드_오픈_식각,ACTIVE,1498.4086600973058,348.58684669176773,1.4804081923199035,14.940237065987903,9.927269549957638,NORMAL
2026-08-12 09:04:25,step_34,패드_오픈_식각,ACTIVE,1504.9384572051317,350.19273687322953,1.4975951162880348,15.14222823780564,9.869072199400138,NORMAL
2026-08-12 09:04:30,step_34,패드_오픈_식각,ACTIVE,1497.6234978537072,347.37743053368524,1.499913907856393,15.259343802760384,9.992941137152304,NORMAL
2026-08-12 09:04:35,step_34,패드_오픈_식각,ACTIVE,1499.6368128355314,349.4349021289719,1.4942734297448226,15.046795979663791,10.050086575080602,NORMAL
2026-08-12 09:04:40,step_34,패드_오픈_식각,ACTIVE,1499.1144362622235,352.0028461544745,1.5021826931035105,15.075020224078312,10.0128355580212,NORMAL
