Timestamp,Address,Step_Name,Phase,Chemical_Conc_Pct,Bath_Temp_C,DI_Resistivity_MOhm,Spin_Speed_RPM,Process_Time_sec,Status
2026-08-12 09:00:00,step_08,세정_2,IDLE,0.7382182031266572,3.2685433896235514,0.9145341707318647,100.16448168484904,5.992042526423114,NORMAL
2026-08-12 09:00:05,step_08,세정_2,IDLE,0.7543285040251997,3.2004332803882876,0.9027408262741579,100.02647154305892,5.964180285314963,NORMAL
2026-08-12 09:00:10,step_08,세정_2,IDLE,0.7611075317241465,3.2017086614552017,0.906676495474245,99.45787390361632,5.968050747296666,NORMAL
2026-08-12 09:00:15,step_08,세정_2,IDLE,0.7575518497380395,3.2618358560513196,0.9093946228380473,98.36833841725932,5.945986647010965,NORMAL
2026-08-12 09:00:20,step_08,세정_2,IDLE,0.7608447752485729,3.2839274827310527,0.916827801852161,99.25534847096597,6.019003372028692,NORMAL
2026-08-12 09:00:25,step_08,세정_2,IDLE,0.7478811046880176,3.1562567172249145,0.9097675170943672,99.58807101001557,6.0285551314295684,NORMAL
2026-08-12 09:00:30,step_08,세정_2,IDLE,0.7453338103182435,3.2761010317555384,0.9122502733559258,99.81469042239421,5.961469102493733,NORMAL
2026-08-12 09:00:35,step_08,세정_2,IDLE,0.742630986477682,3.222839924981183,0.9070521050203194,99.1527494055171,6.076032004800852,NORMAL
2026-08-12 09:00:40,step_08,세정_2,IDLE,0.7494410353338641,3.2403596956346292,0.9124342103448375,99.63189515012769,5.9842699276278974,NORMAL
2026-08-12 09:00:45,step_08,세정_2,IDLE,0.7492140920403118,3.183024103821748,0.9183861979648723,99.15175945863581,6.0765092811898285,NORMAL
2026-08-12 09:00:50,step_08,세정_2,IDLE,0.7520667762853912,3.2074191379906645,0.9149776334583706,99.90563548633875,5.96789364130842,NORMAL
2026-08-12 09:00:55,step_08,세정_2,IDLE,0.748707025429645,3.2983062662765157,0.9095927200611106,99.19518150372804,5.898671111170028,NORMAL
2026-08-12 09:01:00,step_08,세정_2,IDLE,0.7486637227027323,3.251643168699011,0.9133774542363274,99.36332150772215,6.0201098912456175,NORMAL
2026-08-12 09:01:05,step_08,세정_2,IDLE,0.7422330594702785,3.230861079914522,0.9128875847730361,99.01848690175815,6.0124272552559495,NORMAL
2026-08-12 09:01:10,step_08,세정_2,IDLE,0.7594161901355149,3.2441755823684484,0.9125329383584864,99.88487447832266,6.0017196897653795,NORMAL
2026-08-12 09:01:15,step_08,세정_2,IDLE,0.7507651806224371,3.274460591233215,0.9155597668043021,99.3501641725357,5.9678883760778,NORMAL
2026-08-12 09:01:20,step_08,세정_2,IDLE,0.7482555606571472,3.272024724808167,0.9155223885191873,100.68008820000657,5.998271388725709,NORMAL
2026-08-12 09:01:25,step_08,세정_2,IDLE,0.7425257074675079,3.24624864998016,0.9093642070156256,100.30438770001967,5.974437027106523,NORMAL
2026-08-12 09:01:30,step_08,세정_2,IDLE,0.7366808688960892,3.3046479555448336,0.9132093953073889,99.94761109886227,5.984882521683413,NORMAL
2026-08-12 09:01:35,step_08,세정_2,IDLE,0.7630796419254935,3.298523131845333,0.908084525394201,99.40188587699215,6.0420816127882535,NORMAL
2026-08-12 09:01:40,step_08,세정_2,RAMP,0.7721855483252723,3.3326744058260793,0.8915385520736885,101.14156091594892,6.036843445906019,NORMAL
2026-08-12 09:01:45,step_08,세정_2,RAMP,1.4350432862972013,6.5109223565820145,1.81461012488592,202.07210266804591,12.121990277466395,NORMAL
2026-08-12 09:01:50,step_08,세정_2,RAMP,2.280525692028386,9.881464219023908,2.7284744369652083,300.4280652366049,17.95362629867484,NORMAL
2026-08-12 09:01:55,step_08,세정_2,RAMP,3.0368992468093245,13.062853484360236,3.60676838021644,404.8111055664008,23.931596530839045,NORMAL
2026-08-12 09:02:00,step_08,세정_2,RAMP,3.754975044892037,16.46216001436119,4.567206651188334,501.37891195422446,29.76930349382227,NORMAL
2026-08-12 09:02:05,step_08,세정_2,RAMP,4.563924435830071,19.67991227534766,5.404653491547952,602.7408216527041,35.92599267748636,NORMAL
2026-08-12 09:02:10,step_08,세정_2,RAMP,5.2586687856849155,22.546349219716454,6.424296338789726,700.4006962466079,41.335777088882175,NORMAL
2026-08-12 09:02:15,step_08,세정_2,RAMP,5.943327058882033,25.78280736585166,7.310037582675926,802.0269933597709,47.88195560673887,NORMAL
2026-08-12 09:02:20,step_08,세정_2,RAMP,6.764606760041933,29.109750091119185,8.184779825516554,897.6096563019925,53.98362516456183,NORMAL
2026-08-12 09:02:25,step_08,세정_2,RAMP,7.509795892068509,32.695227738013386,9.100188527211275,998.6248049103616,60.11273473085403,NORMAL
2026-08-12 09:02:30,step_08,세정_2,RAMP,8.225868126048875,35.434738200645754,10.016059437471746,1101.048090660447,65.94626442449501,NORMAL
2026-08-12 09:02:35,step_08,세정_2,RAMP,9.022942353475097,39.0789514778216,10.908216792240221,1201.0262984446722,72.069534708449,NORMAL
2026-08-12 09:02:40,step_08,세정_2,RAMP,9.683293389352366,42.32250861821859,11.833852382951736,1301.5228354688297,77.56404226772194,NORMAL
2026-08-12 09:02:45,step_08,세정_2,RAMP,10.539622673097712,45.73252961173724,12.737120000445966,1403.3011786768361,83.98863262955861,NORMAL
2026-08-12 09:02:50,step_08,세정_2,RAMP,11.214875131855782,48.78606773813278,13.64811454565538,1495.7250864845537,89.66409944141732,NORMAL
2026-08-12 09:02:55,step_08,세정_2,RAMP,11.96060215499532,51.73135812188322,14.563629221269611,1597.076642357169,95.75833929686813,NORMAL
2026-08-12 09:03:00,step_08,세정_2,RAMP,12.745447009107702,55.05812900787038,15.443729444032918,1700.6887179232228,101.96256689042723,NORMAL
2026-08-12 09:03:05,step_08,세정_2,RAMP,13.517318917121745,58.263600895620435,16.38079139448267,1797.8269091045895,108.25525279757471,NORMAL
2026-08-12 09:03:10,step_08,세정_2,RAMP,14.256556962543737,61.64241120673337,17.293268954932348,1910.1333047238682,114.07424135269402,NORMAL
2026-08-12 09:03:15,step_08,세정_2,RAMP,14.970293633369105,64.96341968651521,18.20257699242712,2001.5471588575103,120.00364619942742,NORMAL
2026-08-12 09:03:20,step_08,세정_2,ACTIVE,14.969634642528487,64.65036754213368,18.193525077336915,1999.6475111798143,119.99414088315987,NORMAL
2026-08-12 09:03:25,step_08,세정_2,ACTIVE,14.932017459157352,65.4411985971957,18.234135733279082,1997.6803882711226,119.78591133203867,NORMAL
2026-08-12 09:03:30,step_08,세정_2,ACTIVE,14.986519205902209,64.60241558841427,18.189390423353554,1997.8392697256313,119.8368049759882,NORMAL
2026-08-12 09:03:35,step_08,세정_2,ACTIVE,15.064501272870654,65.40383102715874,18.206819777204696,2000.1356329759183,120.12821281364124,NORMAL
2026-08-12 09:03:40,step_08,세정_2,ACTIVE,14.999744223741368,65.3555489094318,18.238918926017767,2000.5039186967956,119.58439184446665,NORMAL
2026-08-12 09:03:45,step_08,세정_2,ACTIVE,15.051564855285568,65.2694907649067,18.19761871579939,1997.9448538488791,120.1779162150849,NORMAL
2026-08-12 09:03:50,step_08,세정_2,ACTIVE,15.08732408026357,64.79187001775098,18.206433898024027,1998.7708148906604,119.88344787986435,NORMAL
2026-08-12 09:03:55,step_08,세정_2,ACTIVE,14.964718888857782,65.10273526375308,18.197108460910552,2006.0492805885556,120.24766712246087,NORMAL
2026-08-12 09:04:00,step_08,세정_2,ACTIVE,14.988805604816678,64.61678865993481,18.237121093806905,2006.2302723319297,120.28832803716962,NORMAL
2026-08-12 09:04:05,step_08,세정_2,ACTIVE,15.13027157166375,65.27327211051012,18.19226826315241,2001.134152909707,119.49807479624828,NORMAL
2026-08-12 09:04:10,step_08,세정_2,ACTIVE,15.086660604718796,64.97780456553912,18.238500637318644,1993.9643312274347,119.82552577103183,NORMAL
2026-08-12 09:04:15,step_08,세정_2,ACTIVE,14.89965572845126,64.877203935624,18.196892363160586,2002.4232642048757,119.74334169361781,NORMAL
2026-08-12 09:04:20,step_08,세정_2,ACTIVE,15.023228898963655,64.63287654600312,18.17421620829656,2006.9942709872496,119.45618161047805,NORMAL
2026-08-12 09:04:25,step_08,세정_2,ACTIVE,15.000033599540382,64.25674816441129,18.220381195117223,2006.1640149588306,119.69024001713717,NORMAL
2026-08-12 09:04:30,step_08,세정_2,ACTIVE,15.049587186651525,64.68843774288928,18.19085996498733,2003.3049163376436,120.7323767535796,NORMAL
2026-08-12 09:04:35,step_08,세정_2,ACTIVE,14.955301273950896,65.33383945868387,18.218615026972973,2006.4009032987863,120.18285296886373,NORMAL
2026-08-12 09:04:40,step_08,세정_2,ACTIVE,14.94962349767756,64.87914997145757,18.118117868452288,2000.2402292261556,120.57518639058172,NORMAL
2026-08-12 09:04:45,step_08,세정_2,ACTIVE,14.959435757082383,64.94920134286549,18.20015615785685,2002.8264633642516,120.2487295320055,NORMAL
2026-08-12 09:04:50,step_08,세정_2,ACTIVE,14.965684287228093,65.19666630748654,18.186211841037274,1996.9365099515367,119.77744705169745,NORMAL
2026-08-12 09:04:55,step_08,세정_2,ACTIVE,15.04891945000854,65.54170066343488,18.16810223940406,2001.3151945527006,119.88546864099779,NORMAL
2026-08-12 09:05:00,step_08,세정_2,ACTIVE,14.929127929611067,65.39750139648369,18.183402769944806,2005.9829040978673,120.1765308540721,NORMAL
2026-08-12 09:05:05,step_08,세정_2,ACTIVE,14.96264316600244,64.70829949885514,18.18278890567122,1997.347594648309,120.13125186104192,NORMAL
2026-08-12 09:05:10,step_08,세정_2,ACTIVE,14.892659256569914,64.41722882856878,18.198560426154483,1996.1235045674107,119.8267973952875,NORMAL
2026-08-12 09:05:15,step_08,세정_2,ACTIVE,15.060427069404742,65.70788427773003,18.158980206161452,2000.4387002256067,119.54700204882624,NORMAL
2026-08-12 09:05:20,step_08,세정_2,ACTIVE,15.076261805965869,65.68069748349784,18.20948821340779,1998.980020083242,120.98632835621662,NORMAL
2026-08-12 09:05:25,step_08,세정_2,ACTIVE,14.980375594148173,65.05653607892879,18.240986443556174,2002.921164744817,119.95765509829715,NORMAL
2026-08-12 09:05:30,step_08,세정_2,ACTIVE,14.982123038111206,64.61885352632545,18.208427854908432,1997.9603321332384,119.90227833204521,NORMAL
2026-08-12 09:05:35,step_08,세정_2,ACTIVE,15.027193314136975,65.28896796016818,18.22426965827687,2007.7329782702122,120.03400033917158,NORMAL
2026-08-12 09:05:40,step_08,세정_2,ACTIVE,15.088468920442695,64.96760489419621,18.232836873638412,1994.1964575591753,119.92718142320669,NORMAL
2026-08-12 09:05:45,step_08,세정_2,ACTIVE,15.024516644853835,64.96610566306802,18.237094685365523,2005.6418065379887,120.03681867231164,NORMAL
2026-08-12 09:05:50,step_08,세정_2,ACTIVE,14.958147483451492,65.26833765293154,18.256104160784638,1996.5581784726135,120.38608418583493,NORMAL
2026-08-12 09:05:55,step_08,세정_2,ACTIVE,14.902870645680814,65.10031242406198,18.18502394005172,1991.918077694372,119.96263545609408,NORMAL
2026-08-12 09:06:00,step_08,세정_2,ACTIVE,14.93309242424019,64.64425552669552,18.178445480445166,2001.07043820357,119.65118686820168,NORMAL
