Timestamp,Address,Step_Name,Phase,DC_Power_kW,Ar_Flow_sccm,Vacuum_Pressure_Torr,Magnet_RPM,Status
2026-08-12 09:00:00,step_29,Cu_Barrier_Seed,IDLE,0.502739444305891,2.554960069162275,4.446636454458156e-09,2.9738967864865726,NORMAL
2026-08-12 09:00:05,step_29,Cu_Barrier_Seed,IDLE,0.503161295966984,2.538991618458274,4.793246770136976e-09,3.0142136014282586,NORMAL
2026-08-12 09:00:10,step_29,Cu_Barrier_Seed,IDLE,0.49268170102054654,2.551843615386991,4.5044272935420205e-09,3.0225593590692004,NORMAL
2026-08-12 09:00:15,step_29,Cu_Barrier_Seed,IDLE,0.5043714435353388,2.5547632307389576,4.48234511499767e-09,3.030686901838857,NORMAL
2026-08-12 09:00:20,step_29,Cu_Barrier_Seed,IDLE,0.49993014303167227,2.48413697850643,5.566779816080443e-09,2.9932812217401765,NORMAL
2026-08-12 09:00:25,step_29,Cu_Barrier_Seed,IDLE,0.5037353595164078,2.477896718278376,4.304007331953773e-09,3.011737571444952,NORMAL
2026-08-12 09:00:30,step_29,Cu_Barrier_Seed,IDLE,0.4957413144711209,2.550653363014892,5.037342350659887e-09,3.021395666394423,NORMAL
2026-08-12 09:00:35,step_29,Cu_Barrier_Seed,IDLE,0.49304988139213485,2.496473225699159,5.849036683137961e-09,2.9662235187596884,NORMAL
2026-08-12 09:00:40,step_29,Cu_Barrier_Seed,IDLE,0.49845673171638444,2.520830448444498,5.603079213367499e-09,3.006944287954075,NORMAL
2026-08-12 09:00:45,step_29,Cu_Barrier_Seed,IDLE,0.4986786219857507,2.484482967943183,5.212679267598044e-09,3.022608681871661,NORMAL
2026-08-12 09:00:50,step_29,Cu_Barrier_Seed,IDLE,0.49839911039129137,2.4848941727080174,4.9918730134722346e-09,3.012759786135232,NORMAL
2026-08-12 09:00:55,step_29,Cu_Barrier_Seed,IDLE,0.49804901347810965,2.5207489582950418,5.368321031182648e-09,2.9979838332910553,NORMAL
2026-08-12 09:01:00,step_29,Cu_Barrier_Seed,IDLE,0.5084644460743027,2.4507531554058852,5.184696950784349e-09,3.0652486291830923,NORMAL
2026-08-12 09:01:05,step_29,Cu_Barrier_Seed,IDLE,0.49150096738262744,2.519579374363477,5.7113128701712876e-09,3.0482629666886605,NORMAL
2026-08-12 09:01:10,step_29,Cu_Barrier_Seed,IDLE,0.49577562974676076,2.513111844994559,4.9331405382392e-09,3.000234893616908,NORMAL
2026-08-12 09:01:15,step_29,Cu_Barrier_Seed,IDLE,0.4979070815064763,2.486746139616252,5.50055084729772e-09,2.995256830149557,NORMAL
2026-08-12 09:01:20,step_29,Cu_Barrier_Seed,IDLE,0.5001199253270545,2.500604581151411,4.837137073125145e-09,3.0175069662050658,NORMAL
2026-08-12 09:01:25,step_29,Cu_Barrier_Seed,IDLE,0.5035550694963382,2.504521363307237,5.946748160358526e-09,2.9985617792306094,NORMAL
2026-08-12 09:01:30,step_29,Cu_Barrier_Seed,IDLE,0.5043268094213799,2.505925691304923,4.919076792488939e-09,3.0317885602153147,NORMAL
2026-08-12 09:01:35,step_29,Cu_Barrier_Seed,IDLE,0.5053826180572327,2.5172535764493604,4.19053254390599e-09,2.9683186646845465,NORMAL
2026-08-12 09:01:40,step_29,Cu_Barrier_Seed,RAMP,0.5096290856762385,2.4185017509393156,5.155410267391782e-09,2.9759300352122815,NORMAL
2026-08-12 09:01:45,step_29,Cu_Barrier_Seed,RAMP,0.9653995834305431,5.269772563109422,1.1529203612713272e-08,6.068524603737106,NORMAL
2026-08-12 09:01:50,step_29,Cu_Barrier_Seed,RAMP,1.4667126426071084,7.479440595200098,1.8257362470999886e-08,9.100374824814624,NORMAL
2026-08-12 09:01:55,step_29,Cu_Barrier_Seed,RAMP,2.022945799443394,9.9869305787735,1.8007697048344294e-08,11.851908229427474,NORMAL
2026-08-12 09:02:00,step_29,Cu_Barrier_Seed,RAMP,2.5216525303536113,12.69446892688863,2.151115544156092e-08,14.904593707786546,NORMAL
2026-08-12 09:02:05,step_29,Cu_Barrier_Seed,RAMP,3.012720421458899,14.817095286974327,3.0993426359901204e-08,17.83237405790043,NORMAL
2026-08-12 09:02:10,step_29,Cu_Barrier_Seed,RAMP,3.4835946029115923,17.693425624775564,3.593154012053801e-08,20.912682155269007,NORMAL
2026-08-12 09:02:15,step_29,Cu_Barrier_Seed,RAMP,3.993549570931178,20.009346010806084,3.717785614691947e-08,23.87227855533667,NORMAL
2026-08-12 09:02:20,step_29,Cu_Barrier_Seed,RAMP,4.4920227109703825,22.446982354374622,4.434080464409997e-08,27.053913109796298,NORMAL
2026-08-12 09:02:25,step_29,Cu_Barrier_Seed,RAMP,4.979505373459971,24.888034766014073,4.9430493241450906e-08,30.022900455229063,NORMAL
2026-08-12 09:02:30,step_29,Cu_Barrier_Seed,RAMP,5.505180972678638,27.373089827826803,5.664624005189294e-08,32.984617088738574,NORMAL
2026-08-12 09:02:35,step_29,Cu_Barrier_Seed,RAMP,6.0431093929592326,29.96581764345393,5.917258872825665e-08,36.00260948014633,NORMAL
2026-08-12 09:02:40,step_29,Cu_Barrier_Seed,RAMP,6.490087456897826,32.527798327703564,6.412897820024837e-08,39.119423956890714,NORMAL
2026-08-12 09:02:45,step_29,Cu_Barrier_Seed,RAMP,7.025935485995249,35.06224965394732,7.022925283539724e-08,41.89577309136774,NORMAL
2026-08-12 09:02:50,step_29,Cu_Barrier_Seed,RAMP,7.482293205680577,37.52660161825767,7.22437774852452e-08,44.80697984143867,NORMAL
2026-08-12 09:02:55,step_29,Cu_Barrier_Seed,RAMP,7.969266737894298,39.94897921961143,8.380156388022118e-08,48.0710511880513,NORMAL
2026-08-12 09:03:00,step_29,Cu_Barrier_Seed,RAMP,8.519749914849227,42.63395124769124,8.686813639983224e-08,50.960903629553975,NORMAL
2026-08-12 09:03:05,step_29,Cu_Barrier_Seed,RAMP,8.995623717808645,45.26738031074874,8.859640396780549e-08,53.898156480663665,NORMAL
2026-08-12 09:03:10,step_29,Cu_Barrier_Seed,RAMP,9.525424975122228,47.64946249860384,9.276472280716997e-08,57.05540113121564,NORMAL
2026-08-12 09:03:15,step_29,Cu_Barrier_Seed,RAMP,10.029417869063927,49.96407089089703,9.791968121170314e-08,59.80323537949183,NORMAL
2026-08-12 09:03:20,step_29,Cu_Barrier_Seed,ACTIVE,9.991647761069915,50.0753118100127,1.0176022443708038e-07,59.87136173517722,NORMAL
2026-08-12 09:03:25,step_29,Cu_Barrier_Seed,ACTIVE,10.040290487104699,50.08492622536226,9.696885848436078e-08,59.64170155755856,NORMAL
2026-08-12 09:03:30,step_29,Cu_Barrier_Seed,ACTIVE,9.973718353372764,50.240551461363445,9.925201822993157e-08,60.03886428047228,NORMAL
2026-08-12 09:03:35,step_29,Cu_Barrier_Seed,ACTIVE,9.973246026045683,49.94927288490405,9.492753252146419e-08,60.23605352574327,NORMAL
2026-08-12 09:03:40,step_29,Cu_Barrier_Seed,ACTIVE,10.032168232877499,49.855262384844515,1.0162379880612822e-07,59.91402319856066,NORMAL
2026-08-12 09:03:45,step_29,Cu_Barrier_Seed,ACTIVE,9.953565780506306,50.17007769372513,1.0173624843921801e-07,59.881268368032046,NORMAL
2026-08-12 09:03:50,step_29,Cu_Barrier_Seed,ACTIVE,9.999953233893164,50.06095656424784,9.944629337611636e-08,60.267683058981625,NORMAL
2026-08-12 09:03:55,step_29,Cu_Barrier_Seed,ACTIVE,10.037489603317253,49.83368580301449,1.0058067371196806e-07,60.09411528754779,NORMAL
2026-08-12 09:04:00,step_29,Cu_Barrier_Seed,ACTIVE,10.03950371543841,50.10583604885224,1.0238722302639878e-07,60.35706587407052,NORMAL
2026-08-12 09:04:05,step_29,Cu_Barrier_Seed,ACTIVE,9.98701996601952,50.275738319189266,1.0050003008516806e-07,60.024120411454106,NORMAL
2026-08-12 09:04:10,step_29,Cu_Barrier_Seed,ACTIVE,10.030276917535849,49.89593606922028,1.0234255902335994e-07,60.03399557898512,NORMAL
2026-08-12 09:04:15,step_29,Cu_Barrier_Seed,ACTIVE,9.96631206719621,49.86634976229589,9.649607010791881e-08,60.216724426628424,NORMAL
2026-08-12 09:04:20,step_29,Cu_Barrier_Seed,ACTIVE,9.979978909029443,50.004509562754585,1.0113608271201075e-07,59.97770577547933,NORMAL
2026-08-12 09:04:25,step_29,Cu_Barrier_Seed,ACTIVE,10.00691228606335,50.10204492418094,1.0058035414819791e-07,60.03707940268721,NORMAL
2026-08-12 09:04:30,step_29,Cu_Barrier_Seed,ACTIVE,10.011332533396851,49.98876300023536,1.0360595482802499e-07,59.63680518944403,NORMAL
2026-08-12 09:04:35,step_29,Cu_Barrier_Seed,ACTIVE,9.96856819297346,50.17016379136969,1.0009111856761996e-07,60.260655573478445,NORMAL
2026-08-12 09:04:40,step_29,Cu_Barrier_Seed,ACTIVE,10.055868299661359,50.03910609361618,9.970791751655158e-08,60.05863112222065,NORMAL
2026-08-12 09:04:45,step_29,Cu_Barrier_Seed,ACTIVE,9.94367611491146,50.151748050534344,9.832860192580055e-08,59.98389358504932,NORMAL
2026-08-12 09:04:50,step_29,Cu_Barrier_Seed,ACTIVE,10.001626116398658,49.89187629306556,1.0447368593645013e-07,60.13610175118182,NORMAL
2026-08-12 09:04:55,step_29,Cu_Barrier_Seed,ACTIVE,10.005877224850142,49.81584175983923,9.293145005719178e-08,59.82278083699274,NORMAL
2026-08-12 09:05:00,step_29,Cu_Barrier_Seed,ACTIVE,9.947591210042667,49.94899494617096,1.0153351157306272e-07,59.917293216290304,NORMAL
2026-08-12 09:05:05,step_29,Cu_Barrier_Seed,ACTIVE,10.03972388205372,49.798032999420755,9.993885266925931e-08,60.08300033599425,NORMAL
2026-08-12 09:05:10,step_29,Cu_Barrier_Seed,ACTIVE,9.977785708044838,50.061398671165264,9.944916333285162e-08,60.00660392421173,NORMAL
