Timestamp,Lot_ID,Wafer_ID,Address,Step_Name,Phase,Source_Power_W,Bias_Power_W,Gas_Ratio_CHF3_Ar,Chamber_Pressure_mTorr,Back_He_Pressure_Torr,Status
2026-08-12 09:00:00,LOT-20260812-A01,W01,step_34,패드_오픈_식각,IDLE,75.0166679452213,17.814797840272217,0.07593295796614938,0.7668128734409595,0.5060757094252625,NORMAL
2026-08-12 09:00:05,LOT-20260812-A01,W02,step_34,패드_오픈_식각,IDLE,74.72452901240415,17.917729700541052,0.07359210807909056,0.7605020646909397,0.4927115276404779,NORMAL
2026-08-12 09:00:10,LOT-20260812-A01,W03,step_34,패드_오픈_식각,IDLE,76.2998505744727,17.47241507315551,0.07539853872279709,0.7425216390474028,0.49730547751868925,NORMAL
2026-08-12 09:00:15,LOT-20260812-A01,W04,step_34,패드_오픈_식각,IDLE,74.23203147610202,17.35909038388326,0.07414822239411056,0.7668128734409595,0.4978015363015551,NORMAL
2026-08-12 09:00:20,LOT-20260812-A01,W05,step_34,패드_오픈_식각,IDLE,74.8767452512937,17.917729700541052,0.07406924983147507,0.7569008278836573,0.4998455909050629,NORMAL
2026-08-12 09:00:25,LOT-20260812-A01,W06,step_34,패드_오픈_식각,IDLE,75.22985910799602,17.78027053733782,0.0742350840759152,0.747903960918108,0.5014604332136895,NORMAL
2026-08-12 09:00:30,LOT-20260812-A01,W07,step_34,패드_오픈_식각,IDLE,74.41637232703337,17.503122686721017,0.07491923443112096,0.7296899446051114,0.489225113299453,NORMAL
2026-08-12 09:00:35,LOT-20260812-A01,W08,step_34,패드_오픈_식각,IDLE,76.15695161207485,17.662490407427125,0.0754388969295238,0.7534706839358726,0.5031235849254887,NORMAL
2026-08-12 09:00:40,LOT-20260812-A01,W09,step_34,패드_오픈_식각,IDLE,76.16927288671582,17.238755956311827,0.07536297920901536,0.7668128734409595,0.496558665988712,NORMAL
2026-08-12 09:00:45,LOT-20260812-A01,W10,step_34,패드_오픈_식각,IDLE,74.48494940216655,17.77735470498181,0.07470951781606248,0.7294073674194493,0.5108444298846275,NORMAL
2026-08-12 09:00:50,LOT-20260812-A01,W11,step_34,패드_오픈_식각,IDLE,74.64491508321714,17.049992401792117,0.07563226734242308,0.7294073674194493,0.5081497902398523,NORMAL
2026-08-12 09:00:55,LOT-20260812-A01,W12,step_34,패드_오픈_식각,IDLE,76.28808773627057,17.76766053495997,0.07668674139335002,0.7615100902916688,0.513227628303335,NORMAL
2026-08-12 09:01:00,LOT-20260812-A01,W13,step_34,패드_오픈_식각,IDLE,75.83716246933031,17.319572282977386,0.07488058879854897,0.753542584640967,0.4906163455230201,NORMAL
2026-08-12 09:01:05,LOT-20260812-A01,W14,step_34,패드_오픈_식각,IDLE,74.77839196392918,17.086530349991985,0.07509479577376106,0.7600857557374704,0.5128666500119082,NORMAL
2026-08-12 09:01:10,LOT-20260812-A01,W15,step_34,패드_오픈_식각,IDLE,75.25886147646551,17.04369410539271,0.07438827002168642,0.7421042110733639,0.5009407453213116,NORMAL
2026-08-12 09:01:15,LOT-20260812-A01,W16,step_34,패드_오픈_식각,IDLE,74.16796298359324,17.380961855117178,0.07460804145923272,0.7294073674194493,0.5069018777530653,NORMAL
2026-08-12 09:01:20,LOT-20260812-A01,W17,step_34,패드_오픈_식각,IDLE,76.31804296020934,17.67777845644374,0.07624834726534896,0.7375202249762148,0.5067438090845432,NORMAL
2026-08-12 09:01:25,LOT-20260812-A01,W18,step_34,패드_오픈_식각,IDLE,75.04371693128684,17.152527034635316,0.07625865821842318,0.7668128734409595,0.5045905499446742,NORMAL
