Timestamp,Lot_ID,Wafer_ID,Address,Step_Name,Phase,Susceptor_Temp_C,Chamber_Pressure_mTorr,Precursor_Flow_sccm,RF_Power_W,Film_Thickness_nm,Status
2026-08-12 09:00:00,LOT-20260812-A01,W01,step_17,ILD0_증착,IDLE,32.285671507915986,39.806686642280965,7.4732787976305355,40.440208463626284,2.2418891854562877,NORMAL
2026-08-12 09:00:05,LOT-20260812-A01,W02,step_17,ILD0_증착,IDLE,32.52365413299442,40.57280386854745,7.430001909979663,39.748490559178364,2.297976111117578,NORMAL
2026-08-12 09:00:10,LOT-20260812-A01,W03,step_17,ILD0_증착,IDLE,32.432481479005915,39.94535252340897,7.578737513822399,39.86894077985452,2.245088269386212,NORMAL
2026-08-12 09:00:15,LOT-20260812-A01,W04,step_17,ILD0_증착,IDLE,32.576094997844464,39.46876998689812,7.4223008788306455,39.83728042355539,2.2688673437577145,NORMAL
2026-08-12 09:00:20,LOT-20260812-A01,W05,step_17,ILD0_증착,IDLE,32.38897271130906,39.395301384764736,7.454333241009527,39.53329874909265,2.2679728459300836,NORMAL
2026-08-12 09:00:25,LOT-20260812-A01,W06,step_17,ILD0_증착,IDLE,32.409294721735435,40.88272197282179,7.507205085018666,39.66790884493183,2.2204994021475373,NORMAL
2026-08-12 09:00:30,LOT-20260812-A01,W07,step_17,ILD0_증착,IDLE,32.74943066478461,39.910666252226356,7.637431162065424,40.34340233179027,2.2038651418694273,NORMAL
2026-08-12 09:00:35,LOT-20260812-A01,W08,step_17,ILD0_증착,IDLE,32.68463681363232,40.17383140038617,7.51927840777243,40.17636075498279,2.2705245523104227,NORMAL
2026-08-12 09:00:40,LOT-20260812-A01,W09,step_17,ILD0_증착,IDLE,32.005665823004904,39.69144910946416,7.5528288332474665,40.09558110048546,2.222911345188787,NORMAL
2026-08-12 09:00:45,LOT-20260812-A01,W10,step_17,ILD0_증착,IDLE,32.67351429736965,40.12839438770857,7.47023574640035,39.532698685918696,2.2083954261357244,NORMAL
2026-08-12 09:00:50,LOT-20260812-A01,W11,step_17,ILD0_증착,IDLE,32.488952196061334,40.58373186064061,7.492151037562366,40.03524612491189,2.275654055371105,NORMAL
2026-08-12 09:00:55,LOT-20260812-A01,W12,step_17,ILD0_증착,IDLE,32.39377269056515,39.7390947265025,7.49511227664804,39.19365426067919,2.22451433165561,NORMAL
2026-08-12 09:01:00,LOT-20260812-A01,W13,step_17,ILD0_증착,IDLE,32.348923789643855,40.18343471197943,7.529330623601703,40.29498094194118,2.23068706310789,NORMAL
2026-08-12 09:01:05,LOT-20260812-A01,W14,step_17,ILD0_증착,IDLE,32.357632355758,39.43770148964384,7.470403242695174,40.090501215258,2.297976111117578,NORMAL
2026-08-12 09:01:10,LOT-20260812-A01,W15,step_17,ILD0_증착,IDLE,32.39800960828624,40.80914644734672,7.633999988547621,39.52916864176506,2.2085066159654607,NORMAL
2026-08-12 09:01:15,LOT-20260812-A01,W16,step_17,ILD0_증착,IDLE,32.330930112447724,40.10741437209783,7.462683376149786,40.56574894512151,2.218592848964827,NORMAL
2026-08-12 09:01:20,LOT-20260812-A01,W17,step_17,ILD0_증착,IDLE,32.296810050839106,39.83488246225908,7.329275886479463,39.371342369291,2.238507546438152,NORMAL
2026-08-12 09:01:25,LOT-20260812-A01,W18,step_17,ILD0_증착,IDLE,32.343942977373416,39.880850350685535,7.704486698597543,40.18560716378736,2.2439935790041394,NORMAL
2026-08-12 09:01:30,LOT-20260812-A01,W19,step_17,ILD0_증착,IDLE,32.548509078259855,39.79598473019426,7.467263130905625,40.19431011914253,2.2276563679470587,NORMAL
2026-08-12 09:01:35,LOT-20260812-A01,W20,step_17,ILD0_증착,IDLE,32.50751352228562,39.8164379343506,7.631316978709135,39.56611534622663,2.221033622566927,NORMAL
2026-08-12 09:01:40,LOT-20260812-A01,W21,step_17,ILD0_증착,RAMP,32.833513870931114,36.08400777224055,8.061916336783904,39.947009032865836,2.400999432443193,NORMAL
