Timestamp,Lot_ID,Wafer_ID,Address,Step_Name,Phase,Zone_Temp_C,Gas_Flow_sccm,Chamber_Pressure_Torr,Ramp_Rate_C_sec,Status
2026-08-12 09:00:00,LOT-20260812-A01,W01,step_24,살리사이드_열처리,IDLE,52.37843740759603,24.86860716213662,38.09381576073899,2.5238244067140228,NORMAL
2026-08-12 09:00:05,LOT-20260812-A01,W02,step_24,살리사이드_열처리,IDLE,52.47962087477608,25.175855794891817,37.92141815986752,2.5269904580512748,NORMAL
2026-08-12 09:00:10,LOT-20260812-A01,W03,step_24,살리사이드_열처리,IDLE,52.49493968228741,24.49605719971059,38.25420339797156,2.454998579705504,NORMAL
2026-08-12 09:00:15,LOT-20260812-A01,W04,step_24,살리사이드_열처리,IDLE,52.37592374492311,25.339685891612486,37.846705784290215,2.5029304314018233,NORMAL
2026-08-12 09:00:20,LOT-20260812-A01,W05,step_24,살리사이드_열처리,IDLE,52.599041910928044,24.67208352453303,37.91483092736591,2.501275540272065,NORMAL
2026-08-12 09:00:25,LOT-20260812-A01,W06,step_24,살리사이드_열처리,IDLE,52.462198725570325,24.733186243982612,38.02339680303024,2.5359757046931626,NORMAL
2026-08-12 09:00:30,LOT-20260812-A01,W07,step_24,살리사이드_열처리,IDLE,52.54293972623564,25.10221354640542,38.224687311837656,2.5114680885602656,NORMAL
2026-08-12 09:00:35,LOT-20260812-A01,W08,step_24,살리사이드_열처리,IDLE,52.35108192301328,25.134985457588666,37.943740930831936,2.536202941526124,NORMAL
2026-08-12 09:00:40,LOT-20260812-A01,W09,step_24,살리사이드_열처리,IDLE,52.638574510902004,25.51956949410109,37.89342536874044,2.5134979399971287,NORMAL
2026-08-12 09:00:45,LOT-20260812-A01,W10,step_24,살리사이드_열처리,IDLE,52.39303077994968,25.07407113232728,38.054924147842875,2.4981458448859697,NORMAL
