Timestamp,Address,Step_Name,Phase,Dose_mJ_cm2,Focus_Offset_um,Overlay_Error_nm,PR_Thickness_nm,Bake_Temp_C,Status
2026-08-12 09:00:00,step_04,STI_포토,IDLE,1.257309578555675,-0.0009587784561867749,0.09784039479649768,5.950356699945723,5.5202808108854144,NORMAL
2026-08-12 09:00:05,step_04,STI_포토,IDLE,1.2660789479781769,-0.0013525086894407223,0.10937477492506925,5.9277397367793885,5.497704185397039,NORMAL
2026-08-12 09:00:10,step_04,STI_포토,IDLE,1.2368107582638201,-0.00158358838978758,0.1163506639452752,6.033313483602176,5.444182059809797,NORMAL
2026-08-12 09:00:15,step_04,STI_포토,IDLE,1.2552289267979146,0.00041299891213779756,0.11311693449272661,6.028898926181978,5.471683562373037,NORMAL
2026-08-12 09:00:20,step_04,STI_포토,IDLE,1.2481223835742525,-0.00021406769772786138,0.08907858406571267,6.028868176255333,5.48949013009254,NORMAL
2026-08-12 09:00:25,step_04,STI_포토,IDLE,1.2627032315582738,0.00037940539760510973,0.0974632392245762,5.993567027682397,5.4361642412570355,NORMAL
2026-08-12 09:00:30,step_04,STI_포토,IDLE,1.248271636511717,0.000690472686121513,0.09654835294550204,6.070346737294588,5.47043885367907,NORMAL
2026-08-12 09:00:35,step_04,STI_포토,IDLE,1.2442258566738489,0.00026561699317253346,0.10489254535076328,5.975794075270759,5.5260932135270675,NORMAL
2026-08-12 09:00:40,step_04,STI_포토,IDLE,1.2581136277784148,0.0006577631761503737,0.10686353555014534,6.04776346186036,5.557092214571568,NORMAL
2026-08-12 09:00:45,step_04,STI_포토,IDLE,1.2631425375078684,-6.953228624226939e-05,0.09161107325974265,5.998062855250523,5.483222609893658,NORMAL
2026-08-12 09:00:50,step_04,STI_포토,IDLE,1.239974822077298,-0.0011869933883057447,0.10067838513916938,5.969582461766033,5.530259534172644,NORMAL
2026-08-12 09:00:55,step_04,STI_포토,IDLE,1.2490838649297145,0.001057814180820796,0.07980072667843864,6.029626515365888,5.423437597176501,NORMAL
2026-08-12 09:01:00,step_04,STI_포토,IDLE,1.2341233904953752,-0.000589112132781127,0.1144194500580189,6.0204818059342,5.526378049644545,NORMAL
2026-08-12 09:01:05,step_04,STI_포토,IDLE,1.212529084737606,-0.000935596298762426,0.09487625759323307,6.017848637963346,5.467842063410901,NORMAL
2026-08-12 09:01:10,step_04,STI_포토,IDLE,1.2530068944712058,-0.00017791787580439817,0.10055863939844498,6.0040639211028095,5.512293824668319,NORMAL
2026-08-12 09:01:15,step_04,STI_포토,IDLE,1.2591335803438195,-0.0009128109192965131,0.0969035028601194,5.9981053459141584,5.490089903270412,NORMAL
2026-08-12 09:01:20,step_04,STI_포토,IDLE,1.2539310021363008,-0.0004174303819894322,0.11146027575013416,6.119418599643522,5.552816560391354,NORMAL
2026-08-12 09:01:25,step_04,STI_포토,IDLE,1.2207565742336846,0.00034405392156346647,0.07162493558602621,6.059212832259808,5.465022574066404,NORMAL
2026-08-12 09:01:30,step_04,STI_포토,IDLE,1.244737258548853,0.0003483417392461269,0.09983389657674091,6.036141344749276,5.525104251902473,NORMAL
2026-08-12 09:01:35,step_04,STI_포토,IDLE,1.2167247835992339,-0.0008978300664256294,0.09894181242502302,6.0055899579101695,5.488819701468139,NORMAL
2026-08-12 09:01:40,step_04,STI_포토,RAMP,1.332182066459251,-0.0019508214917949784,0.0818545444963327,6.201431440119334,5.474671123518454,NORMAL
2026-08-12 09:01:45,step_04,STI_포토,RAMP,2.434836725072915,0.004297332019080975,0.2690490618254253,12.10359895527829,10.970583377094526,NORMAL
2026-08-12 09:01:50,step_04,STI_포토,RAMP,3.825324216567594,0.0019856004709357645,0.2645068216457691,18.005240950554807,16.364692303280943,NORMAL
2026-08-12 09:01:55,step_04,STI_포토,RAMP,5.056752178621049,0.008300260157394167,0.4308718470894265,23.939287134946817,21.997744165454932,NORMAL
2026-08-12 09:02:00,step_04,STI_포토,RAMP,6.195964578847836,0.004720512694966111,0.5142501115482433,29.98381653246746,27.489976284460507,NORMAL
2026-08-12 09:02:05,step_04,STI_포토,RAMP,7.432032902923935,0.004577172274239757,0.6504607701014207,35.36591485282439,33.03859843974508,NORMAL
2026-08-12 09:02:10,step_04,STI_포토,RAMP,8.77102221298318,-0.005551474201823208,0.6733124366088997,42.04212016785953,38.513520823310856,NORMAL
2026-08-12 09:02:15,step_04,STI_포토,RAMP,9.949340557769016,0.0030554414065336903,0.7706812440350496,47.902304783977925,44.12767912793796,NORMAL
2026-08-12 09:02:20,step_04,STI_포토,RAMP,11.256149078529493,-0.0002124272067876426,0.9438427962990958,54.31853399965658,49.64776137856758,NORMAL
2026-08-12 09:02:25,step_04,STI_포토,RAMP,12.471030344551584,-0.0022039272141529983,1.0170128523332043,60.00386881416235,54.83190026850755,NORMAL
2026-08-12 09:02:30,step_04,STI_포토,RAMP,13.643130495132063,0.000672061362130114,1.0382025061329294,65.76220731609301,60.639003600094526,NORMAL
2026-08-12 09:02:35,step_04,STI_포토,RAMP,14.866171918852533,0.0037808461384459344,1.1784277994214691,71.99002396917437,65.81018617166242,NORMAL
2026-08-12 09:02:40,step_04,STI_포토,RAMP,16.263601054909675,0.0020033263640168463,1.3154553061539225,77.7907757829875,71.59405694210204,NORMAL
2026-08-12 09:02:45,step_04,STI_포토,RAMP,17.466306535220163,-0.00351389520536824,1.4335105688618635,84.0946814831425,77.09915820555246,NORMAL
2026-08-12 09:02:50,step_04,STI_포토,RAMP,18.716814610985153,0.002969835654370481,1.472830773872282,90.0581894728679,82.194189297334,NORMAL
2026-08-12 09:02:55,step_04,STI_포토,RAMP,20.04175183034563,-0.0025503501683038555,1.483429760407322,96.19156792622165,88.01487667944471,NORMAL
2026-08-12 09:03:00,step_04,STI_포토,RAMP,21.320406536597947,0.0008667324758571449,1.7209289274294812,101.8418236416611,93.42504062186235,NORMAL
2026-08-12 09:03:05,step_04,STI_포토,RAMP,22.48364731671829,-0.0012134002699085368,1.751187172402241,108.00680161924564,98.87859755873033,NORMAL
2026-08-12 09:03:10,step_04,STI_포토,RAMP,23.729564077585408,-0.0008754650069425029,1.8193064480751033,113.72699564091468,104.71613637291185,NORMAL
2026-08-12 09:03:15,step_04,STI_포토,RAMP,25.030008581986834,0.0030649719001620383,1.8867069630006343,120.14029895638494,109.89541133749802,NORMAL
2026-08-12 09:03:20,step_04,STI_포토,ACTIVE,24.87787579872704,-0.006241162318895387,2.0488388516118645,120.15566135413204,109.80646953701167,NORMAL
