Timestamp,Lot_ID,Wafer_ID,Address,Step_Name,Phase,Chemical_Conc_Pct,Bath_Temp_C,DI_Resistivity_MOhm,Spin_Speed_RPM,Process_Time_sec,Status
2026-08-12 09:00:00,LOT-20260812-A01,W01,step_08,세정_2,IDLE,0.7593465470733662,3.216075263475639,0.9170282379875399,100.21879954403373,6.0953745336276635,NORMAL
2026-08-12 09:00:05,LOT-20260812-A01,W02,step_08,세정_2,IDLE,0.7536992561300438,3.2347250268473173,0.911003692703792,100.1605832367146,5.951131794125814,NORMAL
2026-08-12 09:00:10,LOT-20260812-A01,W03,step_08,세정_2,IDLE,0.7388267299106877,3.220130946947743,0.8994869965403949,100.36684791748696,6.0943812560313,NORMAL
2026-08-12 09:00:15,LOT-20260812-A01,W04,step_08,세정_2,IDLE,0.7495850889542262,3.255520902347306,0.9066323017605138,100.0413779784036,5.951739296162472,NORMAL
2026-08-12 09:00:20,LOT-20260812-A01,W05,step_08,세정_2,IDLE,0.7597048845961338,3.3098589265730958,0.9057089198411419,99.99954363825829,6.011936896264568,NORMAL
2026-08-12 09:00:25,LOT-20260812-A01,W06,step_08,세정_2,IDLE,0.7374173537063271,3.2114478921429397,0.9072686799541128,100.89747034062043,5.93630813374329,NORMAL
2026-08-12 09:00:30,LOT-20260812-A01,W07,step_08,세정_2,IDLE,0.7563655320687327,3.300041024888421,0.9128145533014255,101.13708713526628,6.000734704777218,NORMAL
2026-08-12 09:00:35,LOT-20260812-A01,W08,step_08,세정_2,IDLE,0.7729459410059425,3.2109163963826557,0.9094627755910288,98.86933529152493,6.019308324899919,NORMAL
2026-08-12 09:00:40,LOT-20260812-A01,W09,step_08,세정_2,IDLE,0.7606181664598973,3.2076186393751556,0.9096156729649817,100.00751586380542,5.992265483443273,NORMAL
2026-08-12 09:00:45,LOT-20260812-A01,W10,step_08,세정_2,IDLE,0.7641402913556199,3.290929730917161,0.9165673658066262,99.48347917491607,6.035693872204507,NORMAL
2026-08-12 09:00:50,LOT-20260812-A01,W11,step_08,세정_2,IDLE,0.7521833875044216,3.2960968189003808,0.9065176945510666,99.76677140013544,6.004950722474363,NORMAL
2026-08-12 09:00:55,LOT-20260812-A01,W12,step_08,세정_2,IDLE,0.7596793194876499,3.292570496838133,0.9193209976294368,100.3018871573015,5.973879263581124,NORMAL
2026-08-12 09:01:00,LOT-20260812-A01,W13,step_08,세정_2,IDLE,0.7428214678564596,3.184210129589093,0.9066434620431446,100.50207877865685,5.971659334109883,NORMAL
2026-08-12 09:01:05,LOT-20260812-A01,W14,step_08,세정_2,IDLE,0.7579586381234122,3.2267024510963975,0.9104459909830629,99.9159051672915,6.040545688630785,NORMAL
2026-08-12 09:01:10,LOT-20260812-A01,W15,step_08,세정_2,IDLE,0.7565438813406077,3.291149429600166,0.9085939820229862,98.5649947489579,5.967312898509651,NORMAL
2026-08-12 09:01:15,LOT-20260812-A01,W16,step_08,세정_2,IDLE,0.7528991117403766,3.2520770920281947,0.9106170956675048,99.27621581456786,6.045770148524247,NORMAL
2026-08-12 09:01:20,LOT-20260812-A01,W17,step_08,세정_2,IDLE,0.763160074197185,3.1963153576901266,0.9122229599753656,100.67237475265013,6.061135589641596,NORMAL
2026-08-12 09:01:25,LOT-20260812-A01,W18,step_08,세정_2,IDLE,0.7446121516215262,3.272915896956272,0.9121691762004445,97.9446801834738,5.916564306882694,NORMAL
2026-08-12 09:01:30,LOT-20260812-A01,W19,step_08,세정_2,IDLE,0.7481294248352633,3.2142596370504264,0.9062344133468971,100.8905703637615,6.0566463193650515,NORMAL
2026-08-12 09:01:35,LOT-20260812-A01,W20,step_08,세정_2,IDLE,0.750954620413583,3.332443525480895,0.9043854266127622,100.3909224929834,6.103021134922235,NORMAL
2026-08-12 09:01:40,LOT-20260812-A01,W21,step_08,세정_2,RAMP,0.708815561156424,3.5589682924836517,0.9600634358181143,103.94852824459007,6.050400752240385,NORMAL
2026-08-12 09:01:45,LOT-20260812-A01,W22,step_08,세정_2,RAMP,1.5090772777520098,6.620819485271113,1.8103203132079888,199.4042924393571,12.119816837058965,NORMAL
2026-08-12 09:01:50,LOT-20260812-A01,W23,step_08,세정_2,RAMP,2.181242783481846,10.022201340953954,2.74398424877344,293.81578372793126,18.20740106487383,NORMAL
2026-08-12 09:01:55,LOT-20260812-A01,W24,step_08,세정_2,RAMP,3.0418781813771285,13.012958270024676,3.6078471737895357,401.2910879245195,23.944903536964194,NORMAL
2026-08-12 09:02:00,LOT-20260812-A01,W25,step_08,세정_2,RAMP,3.7518654946626384,16.403087498875003,4.544407745601906,503.82395937211504,30.036456044707574,NORMAL
2026-08-12 09:02:05,LOT-20260812-A01,W01,step_08,세정_2,RAMP,4.47916428384385,19.795544059060415,5.4574560123203515,602.7741654165403,35.73716009407538,NORMAL
2026-08-12 09:02:10,LOT-20260812-A01,W02,step_08,세정_2,RAMP,5.216625055508195,22.799099736358862,6.379456301398556,698.0119255495359,42.02772700570609,NORMAL
2026-08-12 09:02:15,LOT-20260812-A01,W03,step_08,세정_2,RAMP,5.9906168388152325,25.948962565697144,7.22555091718016,800.260283226388,48.09962239912891,NORMAL
2026-08-12 09:02:20,LOT-20260812-A01,W04,step_08,세정_2,RAMP,6.777530388430897,28.909075608364578,8.193322812261567,898.4014911936603,54.103232604585294,NORMAL
2026-08-12 09:02:25,LOT-20260812-A01,W05,step_08,세정_2,RAMP,7.521909559149503,32.4833732948557,9.077005170892642,997.5422006074319,60.21308494471952,NORMAL
2026-08-12 09:02:30,LOT-20260812-B02,W01,step_08,세정_2,RAMP,8.221778482108862,35.91468463691246,10.016486914223899,1102.8661657135397,65.8450395643729,NORMAL
2026-08-12 09:02:35,LOT-20260812-B02,W02,step_08,세정_2,RAMP,8.966158413094895,39.18912668551353,10.899273416063236,1196.4074030662046,71.8934786486653,NORMAL
2026-08-12 09:02:40,LOT-20260812-B02,W03,step_08,세정_2,RAMP,9.776275948252787,42.35087301314368,11.812890346081486,1297.318550708255,78.37910146919828,NORMAL
2026-08-12 09:02:45,LOT-20260812-B02,W04,step_08,세정_2,RAMP,10.4711061038154,45.39174018100755,12.734527447792132,1396.6879230995828,83.96993432524725,NORMAL
2026-08-12 09:02:50,LOT-20260812-B02,W05,step_08,세정_2,RAMP,11.252396390963181,48.35463568621048,13.628953410607934,1495.529257430103,90.04000675746246,NORMAL
2026-08-12 09:02:55,LOT-20260812-B02,W06,step_08,세정_2,RAMP,12.004950185700972,51.90095698039905,14.550489311065292,1600.4392428755277,95.98659799165496,NORMAL
2026-08-12 09:03:00,LOT-20260812-B02,W07,step_08,세정_2,RAMP,12.76248248526907,55.18913102578921,15.446132484629132,1703.4845091454458,101.835663834739,NORMAL
2026-08-12 09:03:05,LOT-20260812-B02,W08,step_08,세정_2,RAMP,13.534330817207275,58.437414206561996,16.343336590966025,1799.4453697312642,108.32470584217836,NORMAL
2026-08-12 09:03:10,LOT-20260812-B02,W09,step_08,세정_2,RAMP,14.199481482525307,61.873711271395585,17.310359141048586,1895.4827565983076,113.89445971761587,NORMAL
2026-08-12 09:03:15,LOT-20260812-B02,W10,step_08,세정_2,RAMP,14.92355362698958,65.39713528220297,18.17407902614352,2002.5198336192261,119.77454289525862,NORMAL
2026-08-12 09:03:20,LOT-20260812-B02,W11,step_08,세정_2,ACTIVE,14.965953163126299,65.03705876055233,18.19463957337176,2007.5856578931573,119.86477791680917,NORMAL
2026-08-12 09:03:25,LOT-20260812-B02,W12,step_08,세정_2,ACTIVE,15.108091704469931,64.93498046325305,18.222586732444814,1997.0919095413403,119.39948819948233,NORMAL
2026-08-12 09:03:30,LOT-20260812-B02,W13,step_08,세정_2,ACTIVE,15.121330446005242,64.92223345609877,18.181551676924517,1997.8465057997703,119.80461376050505,NORMAL
2026-08-12 09:03:35,LOT-20260812-B02,W14,step_08,세정_2,ACTIVE,15.109870628133953,65.03731543007231,18.175245023007633,2002.3204728353753,119.7095614206443,NORMAL
2026-08-12 09:03:40,LOT-20260812-B02,W15,step_08,세정_2,ACTIVE,14.988421117934358,64.75151187189547,18.206787142660023,2007.2984318650326,120.1852285892782,NORMAL
2026-08-12 09:03:45,LOT-20260812-B02,W16,step_08,세정_2,ACTIVE,14.89307309508091,65.03605956762382,18.233538014681812,1997.6607463442365,119.79797572813204,NORMAL
2026-08-12 09:03:50,LOT-20260812-B02,W17,step_08,세정_2,ACTIVE,14.85941765390089,65.13524370089954,18.164920542047405,1994.003975985508,120.26634118067365,NORMAL
