Timestamp,Lot_ID,Wafer_ID,Address,Step_Name,Phase,Zone_Temp_C,Gas_Flow_sccm,Chamber_Pressure_Torr,Ramp_Rate_C_sec,Status
09:00:00,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:00:05,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:00:10,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:00:15,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:00:20,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:00:25,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:00:30,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:00:35,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:00:40,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:00:45,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:00:50,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:00:55,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:01:00,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:01:05,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:01:10,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:01:15,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:01:20,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:01:25,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
09:01:30,,,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
