Timestamp,Address,Step_Name,Phase,Parameter_Alpha,Parameter_Beta,Process_Status_Score,Status
2026-08-12 09:00:00,step_01,베어_웨이퍼_준비,IDLE,4.958550249453896,2.460139308530141,4.968523550950633,NORMAL
2026-08-12 09:00:05,step_01,베어_웨이퍼_준비,IDLE,4.971990947990151,2.485015624426156,4.988188332809403,NORMAL
2026-08-12 09:00:10,step_01,베어_웨이퍼_준비,IDLE,5.037364680256163,2.5001310924929547,4.922028648523617,NORMAL
2026-08-12 09:00:15,step_01,베어_웨이퍼_준비,IDLE,5.030518513271673,2.5011745148441187,4.961259384733812,NORMAL
2026-08-12 09:00:20,step_01,베어_웨이퍼_준비,IDLE,4.9989549203017924,2.488748363213019,4.936987148617564,NORMAL
2026-08-12 09:00:25,step_01,베어_웨이퍼_준비,IDLE,5.005866369165439,2.5155712483086874,4.940257492324706,NORMAL
2026-08-12 09:00:30,step_01,베어_웨이퍼_준비,IDLE,5.063883244789421,2.4733094892654353,4.938152121515222,NORMAL
2026-08-12 09:00:35,step_01,베어_웨이퍼_준비,IDLE,4.970421430558209,2.4964405128744676,4.932720184606404,NORMAL
2026-08-12 09:00:40,step_01,베어_웨이퍼_준비,IDLE,5.0273548690585015,2.5030073907927974,4.950970432558897,NORMAL
2026-08-12 09:00:45,step_01,베어_웨이퍼_준비,IDLE,4.9898903673783055,2.512860970851469,4.9333809976717795,NORMAL
2026-08-12 09:00:50,step_01,베어_웨이퍼_준비,IDLE,4.989115939838639,2.517790371952222,4.955409136515597,NORMAL
2026-08-12 09:00:55,step_01,베어_웨이퍼_준비,IDLE,5.054938842599359,2.471883947704053,4.948995237811017,NORMAL
2026-08-12 09:01:00,step_01,베어_웨이퍼_준비,IDLE,5.041270817449401,2.4616471457316096,4.945221039062672,NORMAL
2026-08-12 09:01:05,step_01,베어_웨이퍼_준비,IDLE,5.040675481800032,2.531941920547463,4.931848726759168,NORMAL
2026-08-12 09:01:10,step_01,베어_웨이퍼_준비,IDLE,5.0652739403577165,2.5083078502994898,4.938464573388633,NORMAL
