Timestamp,Lot_ID,Wafer_ID,Address,Step_Name,Phase,Susceptor_Temp_C,Chamber_Pressure_mTorr,Precursor_Flow_sccm,RF_Power_W,Film_Thickness_nm,Status
09:00:00,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:00:05,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:00:10,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:00:15,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:00:20,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:00:25,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:00:30,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:00:35,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:00:40,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:00:45,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:00:50,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:00:55,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:01:00,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
09:01:05,,,step_26,1층_금속_절연막,IDLE,32.37009759167469,40.1565737379977,7.457127591891941,40.453468323907394,2.287476137026042,NORMAL
