Timestamp,Address,Step_Name,Phase,Zone_Temp_C,Gas_Flow_sccm,Chamber_Pressure_Torr,Ramp_Rate_C_sec,Status
2026-08-12 09:00:00,step_24,살리사이드_열처리,IDLE,52.241200624149975,25.022175895776936,37.82915586341156,2.4521681972601614,NORMAL
2026-08-12 09:00:05,step_24,살리사이드_열처리,IDLE,52.55308607521291,25.471727321478074,38.02818200860166,2.5084105290742476,NORMAL
2026-08-12 09:00:10,step_24,살리사이드_열처리,IDLE,52.88762316894489,24.883369268441697,37.920629401964035,2.518672672569906,NORMAL
2026-08-12 09:00:15,step_24,살리사이드_열처리,IDLE,52.65915531480512,24.88876742510839,38.039680628159125,2.515488271484094,NORMAL
2026-08-12 09:00:20,step_24,살리사이드_열처리,IDLE,52.274353831001854,25.251197710554777,37.99050007035893,2.495081989366233,NORMAL
2026-08-12 09:00:25,step_24,살리사이드_열처리,IDLE,52.36112484686669,25.252938162624762,37.90536718308297,2.5228829578856096,NORMAL
2026-08-12 09:00:30,step_24,살리사이드_열처리,IDLE,52.40014186414024,25.038357596628664,38.110966366360145,2.468176027926104,NORMAL
2026-08-12 09:00:35,step_24,살리사이드_열처리,IDLE,52.57784283339862,25.833817047452037,37.95816349760105,2.497769848369837,NORMAL
2026-08-12 09:00:40,step_24,살리사이드_열처리,IDLE,52.8142509471704,24.92985980191991,38.026996379402156,2.4951651049709827,NORMAL
2026-08-12 09:00:45,step_24,살리사이드_열처리,IDLE,52.40651992410983,24.682634190757746,38.13140476234841,2.525909992226027,NORMAL
2026-08-12 09:00:50,step_24,살리사이드_열처리,IDLE,52.807755458213634,24.74936123985482,37.90833055056168,2.4494876707368864,NORMAL
2026-08-12 09:00:55,step_24,살리사이드_열처리,IDLE,52.920782191684445,24.931315127660195,38.00080492479728,2.4735467570518175,NORMAL
2026-08-12 09:01:00,step_24,살리사이드_열처리,IDLE,52.43001862674225,25.379693751372912,37.95046728549567,2.543681270215763,NORMAL
2026-08-12 09:01:05,step_24,살리사이드_열처리,IDLE,52.42487107578774,24.95341403446333,37.972782035546224,2.439235846903876,NORMAL
2026-08-12 09:01:10,step_24,살리사이드_열처리,IDLE,52.427876126521774,25.391513024591536,38.215608520790646,2.5203605992921876,NORMAL
2026-08-12 09:01:15,step_24,살리사이드_열처리,IDLE,52.51249799713758,25.10860627884453,38.04567758840703,2.4824918209243214,NORMAL
2026-08-12 09:01:20,step_24,살리사이드_열처리,IDLE,52.428364180643634,25.27084232409013,38.03135926766222,2.5063675650911525,NORMAL
2026-08-12 09:01:25,step_24,살리사이드_열처리,IDLE,52.67683549227786,25.0967921566567,38.05240873339314,2.5353445600964837,NORMAL
2026-08-12 09:01:30,step_24,살리사이드_열처리,IDLE,52.190233743921446,25.094812001655484,38.04302596275825,2.507330171776971,NORMAL
2026-08-12 09:01:35,step_24,살리사이드_열처리,IDLE,52.393075580940774,25.18817765027652,37.81741864610148,2.5358633344190253,NORMAL
2026-08-12 09:01:40,step_24,살리사이드_열처리,RAMP,52.76333973845779,24.433291517914256,38.91870432820888,2.45076508192132,NORMAL
2026-08-12 09:01:45,step_24,살리사이드_열처리,RAMP,105.69606760572842,49.44428645545251,75.41425218994455,4.96398237441571,NORMAL
2026-08-12 09:01:50,step_24,살리사이드_열처리,RAMP,159.2562280509446,75.3495469861646,114.69303770641051,7.578684224884772,NORMAL
2026-08-12 09:01:55,step_24,살리사이드_열처리,RAMP,208.96877981789524,101.94111147550602,152.2472061460089,9.956056953971768,NORMAL
2026-08-12 09:02:00,step_24,살리사이드_열처리,RAMP,261.9783660686502,123.45924677473302,190.0723116072538,12.5597346381038,NORMAL
2026-08-12 09:02:05,step_24,살리사이드_열처리,RAMP,313.18687474141814,147.97081438055997,227.87780600956935,15.118380421657768,NORMAL
2026-08-12 09:02:10,step_24,살리사이드_열처리,RAMP,366.6121047941177,174.7362561637714,267.04206422043734,17.58683368942874,NORMAL
2026-08-12 09:02:15,step_24,살리사이드_열처리,RAMP,418.58485976245277,201.03084708049374,304.24179582406975,19.842108843455343,NORMAL
2026-08-12 09:02:20,step_24,살리사이드_열처리,RAMP,472.08296208394853,225.05137608568018,342.00707522596736,22.465861922295048,NORMAL
2026-08-12 09:02:25,step_24,살리사이드_열처리,RAMP,524.8173075258867,248.83067015318497,379.7858949181959,25.028183248405483,NORMAL
2026-08-12 09:02:30,step_24,살리사이드_열처리,RAMP,577.8755633918701,275.0790934968664,417.7379406925012,27.47561064603706,NORMAL
2026-08-12 09:02:35,step_24,살리사이드_열처리,RAMP,629.7611203757441,298.26702678711683,456.0202443388689,30.007936601339154,NORMAL
2026-08-12 09:02:40,step_24,살리사이드_열처리,RAMP,682.8759496643297,325.6289170608742,493.6277587873355,32.529507074426924,NORMAL
2026-08-12 09:02:45,step_24,살리사이드_열처리,RAMP,735.0912593336751,349.6908919835469,532.2718604191779,34.94734318792824,NORMAL
2026-08-12 09:02:50,step_24,살리사이드_열처리,RAMP,786.6733414353998,374.91796750045455,569.7417430531054,37.48065611195442,NORMAL
2026-08-12 09:02:55,step_24,살리사이드_열처리,RAMP,838.6509810353273,400.4271854705111,608.4019822057784,39.881896527199316,NORMAL
2026-08-12 09:03:00,step_24,살리사이드_열처리,RAMP,892.9669455999168,425.2056889173761,646.3930349525245,42.45221582130927,NORMAL
2026-08-12 09:03:05,step_24,살리사이드_열처리,RAMP,946.3172023880117,449.4587404262689,683.9778257283504,44.84733213972342,NORMAL
2026-08-12 09:03:10,step_24,살리사이드_열처리,RAMP,999.5283080093457,476.03361283764644,722.232120891942,47.511649669569266,NORMAL
2026-08-12 09:03:15,step_24,살리사이드_열처리,RAMP,1050.7483637609878,500.79693256463906,760.2521455638107,49.98067777956415,NORMAL
2026-08-12 09:03:20,step_24,살리사이드_열처리,ACTIVE,1051.749018254333,497.3385737116636,759.1226010345131,49.862630718192705,NORMAL
2026-08-12 09:03:25,step_24,살리사이드_열처리,ACTIVE,1050.5537516448467,499.6546359927911,761.0390157931922,50.26778897132433,NORMAL
