Timestamp,Lot_ID,Wafer_ID,Address,Step_Name,Phase,DC_Power_kW,Ar_Flow_sccm,Vacuum_Pressure_Torr,Magnet_RPM,Status
2026-08-12 09:00:00,LOT-20260812-A01,W01,step_29,Cu_Barrier_Seed,IDLE,0.5085973558326947,2.508832091785388,5.039655116690675e-09,2.9808022179869105,NORMAL
2026-08-12 09:00:05,LOT-20260812-A01,W02,step_29,Cu_Barrier_Seed,IDLE,0.5032674093905176,2.5014199134717825,5.298098968828659e-09,3.0310131788737205,NORMAL
2026-08-12 09:00:10,LOT-20260812-A01,W03,step_29,Cu_Barrier_Seed,IDLE,0.4995953377076067,2.4743600680913667,5.039655116690675e-09,3.0598081670206434,NORMAL
2026-08-12 09:00:15,LOT-20260812-A01,W04,step_29,Cu_Barrier_Seed,IDLE,0.4932983786880541,2.491566732747625,5.263482583884073e-09,2.9770218702705886,NORMAL
2026-08-12 09:00:20,LOT-20260812-A01,W05,step_29,Cu_Barrier_Seed,IDLE,0.5008165139557315,2.466436211038006,5.039655116690675e-09,3.0049360271191734,NORMAL
2026-08-12 09:00:25,LOT-20260812-A01,W06,step_29,Cu_Barrier_Seed,IDLE,0.505045480671962,2.5516622304984917,5.298098968828659e-09,2.9900390101236027,NORMAL
2026-08-12 09:00:30,LOT-20260812-A01,W07,step_29,Cu_Barrier_Seed,IDLE,0.4991052002856213,2.4933010593790805,5.039655116690675e-09,3.0572099844000244,NORMAL
2026-08-12 09:00:35,LOT-20260812-A01,W08,step_29,Cu_Barrier_Seed,IDLE,0.5051074696392589,2.495429667855736,5.298098968828659e-09,3.0122933696346363,NORMAL
2026-08-12 09:00:40,LOT-20260812-A01,W09,step_29,Cu_Barrier_Seed,IDLE,0.5018251201461507,2.548630074946544,5.298098968828659e-09,3.0231738928109997,NORMAL
2026-08-12 09:00:45,LOT-20260812-A01,W10,step_29,Cu_Barrier_Seed,IDLE,0.5014567027429329,2.4794005786397926,5.039655116690675e-09,3.029545813928823,NORMAL
2026-08-12 09:00:50,LOT-20260812-A01,W11,step_29,Cu_Barrier_Seed,IDLE,0.4984160586910799,2.532360225564018,5.122763372819832e-09,3.0032538463709173,NORMAL
2026-08-12 09:00:55,LOT-20260812-A01,W12,step_29,Cu_Barrier_Seed,IDLE,0.4927197808469175,2.5148131619730725,5.298098968828659e-09,2.995340416482505,NORMAL
2026-08-12 09:01:00,LOT-20260812-A01,W13,step_29,Cu_Barrier_Seed,IDLE,0.49787444581169527,2.4505253694230444,5.039655116690675e-09,3.0379733078663,NORMAL
2026-08-12 09:01:05,LOT-20260812-A01,W14,step_29,Cu_Barrier_Seed,IDLE,0.4978347283793058,2.490722731907356,5.298098968828659e-09,3.0194472094048725,NORMAL
2026-08-12 09:01:10,LOT-20260812-A01,W15,step_29,Cu_Barrier_Seed,IDLE,0.5028772041304302,2.5109151497816002,5.1928667718467344e-09,2.978852512293251,NORMAL
2026-08-12 09:01:15,LOT-20260812-A01,W16,step_29,Cu_Barrier_Seed,IDLE,0.4999238768696396,2.500889295704395,5.298098968828659e-09,2.981894715902902,NORMAL
2026-08-12 09:01:20,LOT-20260812-A01,W17,step_29,Cu_Barrier_Seed,IDLE,0.5054158401061245,2.500956501594396,5.0797428820990445e-09,2.990258670661739,NORMAL
2026-08-12 09:01:25,LOT-20260812-A01,W18,step_29,Cu_Barrier_Seed,IDLE,0.5014067651174975,2.48482088144735,5.039655116690675e-09,3.028980463930411,NORMAL
2026-08-12 09:01:30,LOT-20260812-A01,W19,step_29,Cu_Barrier_Seed,IDLE,0.4974782508843043,2.4821781876685054,5.298098968828659e-09,3.0368361869141647,NORMAL
2026-08-12 09:01:35,LOT-20260812-A01,W20,step_29,Cu_Barrier_Seed,IDLE,0.49592562111758304,2.492289831903925,5.298098968828659e-09,3.0537932074772605,NORMAL
2026-08-12 09:01:40,LOT-20260812-A01,W21,step_29,Cu_Barrier_Seed,RAMP,0.4879325061966127,2.696130938754495,4.529355934141501e-09,2.9291296707337753,NORMAL
2026-08-12 09:01:45,LOT-20260812-A01,W22,step_29,Cu_Barrier_Seed,RAMP,1.0032153787198574,4.909232442920777,1.0847773836593224e-08,6.014020652420621,NORMAL
2026-08-12 09:01:50,LOT-20260812-A01,W23,step_29,Cu_Barrier_Seed,RAMP,1.4925441358335911,7.451779431999856,1.3870309099172277e-08,8.959979821679044,NORMAL
2026-08-12 09:01:55,LOT-20260812-A01,W24,step_29,Cu_Barrier_Seed,RAMP,1.9784712142654461,10.002884646931953,2.021576781431335e-08,11.981765432361104,NORMAL
2026-08-12 09:02:00,LOT-20260812-A01,W25,step_29,Cu_Barrier_Seed,RAMP,2.520134317120444,12.35368463400377,2.739124363842058e-08,15.092987885437973,NORMAL
2026-08-12 09:02:05,LOT-20260812-A01,W01,step_29,Cu_Barrier_Seed,RAMP,3.003046227156,15.043194822313906,2.967629272019854e-08,17.99541209894782,NORMAL
2026-08-12 09:02:10,LOT-20260812-A01,W02,step_29,Cu_Barrier_Seed,RAMP,3.505494389899202,17.371199537500686,3.325095777293674e-08,21.131585767157283,NORMAL
2026-08-12 09:02:15,LOT-20260812-A01,W03,step_29,Cu_Barrier_Seed,RAMP,3.9835475247086123,19.891275778834608,3.806623466333462e-08,23.948370155275583,NORMAL
2026-08-12 09:02:20,LOT-20260812-A01,W04,step_29,Cu_Barrier_Seed,RAMP,4.479168045220884,22.386474581504302,4.514723618046915e-08,27.07414163507445,NORMAL
2026-08-12 09:02:25,LOT-20260812-A01,W05,step_29,Cu_Barrier_Seed,RAMP,4.996755280203561,24.83594189606666,4.838489377689431e-08,29.955724338247766,NORMAL
2026-08-12 09:02:30,LOT-20260812-B02,W01,step_29,Cu_Barrier_Seed,RAMP,5.4594356916108255,27.626832795258053,5.2134517891482945e-08,32.81627756995768,NORMAL
2026-08-12 09:02:35,LOT-20260812-B02,W02,step_29,Cu_Barrier_Seed,RAMP,6.015596266199287,30.052158876380187,5.760282354463343e-08,35.89785315329932,NORMAL
2026-08-12 09:02:40,LOT-20260812-B02,W03,step_29,Cu_Barrier_Seed,RAMP,6.485919532522437,32.59223872319111,6.735019940778008e-08,39.01241297303465,NORMAL
2026-08-12 09:02:45,LOT-20260812-B02,W04,step_29,Cu_Barrier_Seed,RAMP,6.994645905120086,35.08312630343792,6.971525519486514e-08,42.19214978213015,NORMAL
2026-08-12 09:02:50,LOT-20260812-B02,W05,step_29,Cu_Barrier_Seed,RAMP,7.508538385965052,37.48318898058283,7.511552765330612e-08,44.95404124540637,NORMAL
2026-08-12 09:02:55,LOT-20260812-B02,W06,step_29,Cu_Barrier_Seed,RAMP,7.995507298447879,39.99704791393595,7.80667815926499e-08,47.98308115711005,NORMAL
2026-08-12 09:03:00,LOT-20260812-B02,W07,step_29,Cu_Barrier_Seed,RAMP,8.476632510884563,42.601371257398355,8.383701190662718e-08,51.04896697587948,NORMAL
2026-08-12 09:03:05,LOT-20260812-B02,W08,step_29,Cu_Barrier_Seed,RAMP,9.030114007196216,45.16384291094427,8.877249071300147e-08,53.94005786803265,NORMAL
2026-08-12 09:03:10,LOT-20260812-B02,W09,step_29,Cu_Barrier_Seed,RAMP,9.46934835982928,47.374190935917824,9.444646172587128e-08,56.95162409284678,NORMAL
2026-08-12 09:03:15,LOT-20260812-B02,W10,step_29,Cu_Barrier_Seed,RAMP,9.955269097852309,50.251996355128,9.66832023320831e-08,60.00721144778768,NORMAL
2026-08-12 09:03:20,LOT-20260812-B02,W11,step_29,Cu_Barrier_Seed,ACTIVE,10.026238010083642,49.80265232022718,1.0275575899650617e-07,59.93451504956325,NORMAL
2026-08-12 09:03:25,LOT-20260812-B02,W12,step_29,Cu_Barrier_Seed,ACTIVE,9.956217064283575,49.930706742668576,9.995072456708694e-08,59.73255106468049,NORMAL
2026-08-12 09:03:30,LOT-20260812-B02,W13,step_29,Cu_Barrier_Seed,ACTIVE,10.037583486236025,50.011110243766204,1.0060625825488611e-07,59.90247449402189,NORMAL
2026-08-12 09:03:35,LOT-20260812-B02,W14,step_29,Cu_Barrier_Seed,ACTIVE,10.01130664613135,50.024885707154574,1.0274301515219378e-07,60.092237952983695,NORMAL
2026-08-12 09:03:40,LOT-20260812-B02,W15,step_29,Cu_Barrier_Seed,ACTIVE,10.00849011177525,50.29457481301098,1.0251322764168485e-07,60.096900464119386,NORMAL
2026-08-12 09:03:45,LOT-20260812-B02,W16,step_29,Cu_Barrier_Seed,ACTIVE,9.98292915097107,50.15178605997386,9.82747572234026e-08,60.200435055053894,NORMAL
2026-08-12 09:03:50,LOT-20260812-B02,W17,step_29,Cu_Barrier_Seed,ACTIVE,9.975237986456156,50.06192523362864,1.018134022742832e-07,60.188330401797636,NORMAL
2026-08-12 09:03:55,LOT-20260812-B02,W18,step_29,Cu_Barrier_Seed,ACTIVE,9.98871237482714,50.15532399630459,1.0178253651371913e-07,59.86497185635034,NORMAL
2026-08-12 09:04:00,LOT-20260812-B02,W19,step_29,Cu_Barrier_Seed,ACTIVE,9.973683463554854,50.051862840491836,1.0094794279485179e-07,59.88818753263337,NORMAL
2026-08-12 09:04:05,LOT-20260812-B02,W20,step_29,Cu_Barrier_Seed,ACTIVE,10.036230040147807,49.898687734324135,1.0275575899650617e-07,59.89480783602566,NORMAL
2026-08-12 09:04:10,LOT-20260812-B02,W21,step_29,Cu_Barrier_Seed,ACTIVE,9.97771753715454,50.07284577012648,1.0239859648320218e-07,59.977190756922255,NORMAL
2026-08-12 09:04:15,LOT-20260812-B02,W22,step_29,Cu_Barrier_Seed,ACTIVE,10.015190417817136,50.010132988852845,1.0218210883975925e-07,59.9065094826015,NORMAL
2026-08-12 09:04:20,LOT-20260812-B02,W23,step_29,Cu_Barrier_Seed,ACTIVE,10.030156231843941,49.87357163032924,1.0275575899650617e-07,59.97382094502307,NORMAL
2026-08-12 09:04:25,LOT-20260812-B02,W24,step_29,Cu_Barrier_Seed,ACTIVE,9.973564463799397,50.189418535977744,1.0008597837215398e-07,59.86917045131662,NORMAL
2026-08-12 09:04:30,LOT-20260812-B02,W25,step_29,Cu_Barrier_Seed,ACTIVE,10.011297742552495,49.991831668531965,1.0017330669807323e-07,60.11766081461778,NORMAL
2026-08-12 09:04:35,LOT-20260812-B02,W01,step_29,Cu_Barrier_Seed,ACTIVE,9.973183605546785,49.8319248993784,1.024576105546619e-07,59.8577904557461,NORMAL
2026-08-12 09:04:40,LOT-20260812-B02,W02,step_29,Cu_Barrier_Seed,ACTIVE,7.669703,34.822164,0.000000,40.601294,CASCADE_DEFECT
2026-08-12 09:04:45,LOT-20260812-B02,W03,step_29,Cu_Barrier_Seed,ACTIVE,7.531103,33.436310,0.000000,40.233649,CASCADE_DEFECT
2026-08-12 09:04:50,LOT-20260812-B02,W04,step_29,Cu_Barrier_Seed,ACTIVE,7.717216,34.151914,0.000000,39.973528,CASCADE_DEFECT
2026-08-12 09:04:55,LOT-20260812-B02,W05,step_29,Cu_Barrier_Seed,ACTIVE,7.414776,33.753382,0.000000,40.806225,CASCADE_DEFECT
2026-08-12 09:05:00,LOT-20260812-B02,W06,step_29,Cu_Barrier_Seed,ACTIVE,7.577143,34.363282,0.000000,41.579872,CASCADE_DEFECT
2026-08-12 09:05:05,LOT-20260812-B02,W07,step_29,Cu_Barrier_Seed,ACTIVE,7.733090,34.276994,0.000000,40.011509,CASCADE_DEFECT
2026-08-12 09:05:10,LOT-20260812-B02,W08,step_29,Cu_Barrier_Seed,ACTIVE,7.647326,33.332312,0.000000,40.779856,CASCADE_DEFECT
2026-08-12 09:05:15,LOT-20260812-B02,W09,step_29,Cu_Barrier_Seed,ACTIVE,7.708286,34.077916,0.000000,39.748654,CASCADE_DEFECT
2026-08-12 09:05:20,LOT-20260812-B02,W10,step_29,Cu_Barrier_Seed,ACTIVE,7.266758,34.686923,0.000000,41.211697,CASCADE_DEFECT
2026-08-12 09:05:25,LOT-20260812-B02,W11,step_29,Cu_Barrier_Seed,ACTIVE,7.632008,33.818475,0.000000,40.163217,CASCADE_DEFECT
2026-08-12 09:05:30,LOT-20260812-C03,W01,step_29,Cu_Barrier_Seed,ACTIVE,7.603424,33.012124,0.000000,40.503525,CASCADE_DEFECT
2026-08-12 09:05:35,LOT-20260812-C03,W02,step_29,Cu_Barrier_Seed,ACTIVE,7.558758,34.327105,0.000000,40.767584,CASCADE_DEFECT
2026-08-12 09:05:40,LOT-20260812-C03,W03,step_29,Cu_Barrier_Seed,ACTIVE,7.493768,33.007066,0.000000,39.636117,CASCADE_DEFECT
2026-08-12 09:05:45,LOT-20260812-C03,W04,step_29,Cu_Barrier_Seed,ACTIVE,7.514550,33.543223,0.000000,39.648820,CASCADE_DEFECT
