Timestamp,Lot_ID,Wafer_ID,Address,Step_Name,Phase,Dose_atoms_cm2_e13,Energy_keV,Beam_Current_mA,Tilt_Angle_deg,Status
2026-08-12 09:00:00,LOT-20260812-A01,W01,step_13,LDD_이온주입,IDLE,0.24660007946581933,1.4992366082606714,0.6003946219930394,0.3472779949021055,NORMAL
2026-08-12 09:00:05,LOT-20260812-A01,W02,step_13,LDD_이온주입,IDLE,0.25100792541658595,1.515362339048614,0.5894057859291795,0.3552392452844488,NORMAL
2026-08-12 09:00:10,LOT-20260812-A01,W03,step_13,LDD_이온주입,IDLE,0.25105503589852673,1.5246607826690188,0.595073451467866,0.3561524217817918,NORMAL
2026-08-12 09:00:15,LOT-20260812-A01,W04,step_13,LDD_이온주입,IDLE,0.24945821247153394,1.4837185755501563,0.616733591579734,0.34330834686589773,NORMAL
2026-08-12 09:00:20,LOT-20260812-A01,W05,step_13,LDD_이온주입,IDLE,0.254668078217952,1.493813430144514,0.5886366377684402,0.35766391942384057,NORMAL
2026-08-12 09:00:25,LOT-20260812-A01,W06,step_13,LDD_이온주입,IDLE,0.24609017683774836,1.5180323889784948,0.6058704242406784,0.35182355886604244,NORMAL
2026-08-12 09:00:30,LOT-20260812-A01,W07,step_13,LDD_이온주입,IDLE,0.24445679072436607,1.4715666190388192,0.603929073590144,0.35141634975073305,NORMAL
2026-08-12 09:00:35,LOT-20260812-A01,W08,step_13,LDD_이온주입,IDLE,0.24817291275075581,1.4605855743630887,0.599758285736418,0.35503312315798263,NORMAL
2026-08-12 09:00:40,LOT-20260812-A01,W09,step_13,LDD_이온주입,IDLE,0.2517760613352286,1.5045263190579696,0.6051943662319175,0.3471651180449786,NORMAL
2026-08-12 09:00:45,LOT-20260812-A01,W10,step_13,LDD_이온주입,IDLE,0.2473603884064154,1.5099269282214098,0.5883997961805671,0.35477082257095466,NORMAL
2026-08-12 09:00:50,LOT-20260812-A01,W11,step_13,LDD_이온주입,IDLE,0.2475475727036848,1.485553996240928,0.6165632250780356,0.34811612265131076,NORMAL
2026-08-12 09:00:55,LOT-20260812-A01,W12,step_13,LDD_이온주입,IDLE,0.25237755334044537,1.4884269789175908,0.616733591579734,0.34262524660144833,NORMAL
2026-08-12 09:01:00,LOT-20260812-A01,W13,step_13,LDD_이온주입,IDLE,0.25115636980699435,1.4847961535651821,0.6004710469775932,0.3450112186044654,NORMAL
2026-08-12 09:01:05,LOT-20260812-A01,W14,step_13,LDD_이온주입,IDLE,0.250942652274071,1.4826614952131114,0.616733591579734,0.35283510916451616,NORMAL
2026-08-12 09:01:10,LOT-20260812-A01,W15,step_13,LDD_이온주입,IDLE,0.25195357229866383,1.513869916412092,0.5960097206845009,0.34527265830002674,NORMAL
2026-08-12 09:01:15,LOT-20260812-A01,W16,step_13,LDD_이온주입,IDLE,0.2489370176168178,1.4763900302600472,0.6040043199385629,0.3580503806159483,NORMAL
2026-08-12 09:01:20,LOT-20260812-A01,W17,step_13,LDD_이온주입,IDLE,0.24905253981485453,1.494689542771333,0.6143188906377453,0.3559464172671982,NORMAL
2026-08-12 09:01:25,LOT-20260812-A01,W18,step_13,LDD_이온주입,IDLE,0.25202444818140357,1.481893276649703,0.595409955397771,0.3566671958301649,NORMAL
2026-08-12 09:01:30,LOT-20260812-A01,W19,step_13,LDD_이온주입,IDLE,0.246637783048047,1.4708942204819757,0.5866490261368201,0.3506238928983871,NORMAL
2026-08-12 09:01:35,LOT-20260812-A01,W20,step_13,LDD_이온주입,IDLE,0.24464320038400364,1.5174035634949354,0.5866490261368201,0.35128930808647485,NORMAL
2026-08-12 09:01:40,LOT-20260812-A01,W21,step_13,LDD_이온주입,RAMP,0.24566715826372146,1.4584139822261168,0.6824330625561065,0.32612576291511447,NORMAL
2026-08-12 09:01:45,LOT-20260812-A01,W22,step_13,LDD_이온주입,RAMP,0.5093087328906569,3.0150752064336603,1.1788390139744491,0.7199156702031498,NORMAL
2026-08-12 09:01:50,LOT-20260812-A01,W23,step_13,LDD_이온주입,RAMP,0.7525555969898681,4.379353929615919,1.7925705294632601,1.0575966691007417,NORMAL
2026-08-12 09:01:55,LOT-20260812-A01,W24,step_13,LDD_이온주입,RAMP,1.0085729150412301,5.940644843699482,2.355489436867158,1.4113461125058453,NORMAL
2026-08-12 09:02:00,LOT-20260812-A01,W25,step_13,LDD_이온주입,RAMP,1.2298370568957684,7.560487030455601,3.0379335711731676,1.7837662362290578,NORMAL
2026-08-12 09:02:05,LOT-20260812-A01,W01,step_13,LDD_이온주입,RAMP,1.503154968083235,9.206981716467626,3.5687376056310165,2.08788074032105,NORMAL
2026-08-12 09:02:10,LOT-20260812-A01,W02,step_13,LDD_이온주입,RAMP,1.7565386450464238,10.341902714848775,4.180349478893547,2.447477169002454,NORMAL
2026-08-12 09:02:15,LOT-20260812-A01,W03,step_13,LDD_이온주입,RAMP,1.9864920257738932,11.983911376376845,4.811980816776647,2.8065334184308437,NORMAL
2026-08-12 09:02:20,LOT-20260812-A01,W04,step_13,LDD_이온주입,RAMP,2.2586205759054656,13.53298244785148,5.357438162910177,3.1312912918908262,NORMAL
2026-08-12 09:02:25,LOT-20260812-A01,W05,step_13,LDD_이온주입,RAMP,2.498884811034942,14.950711987740858,5.992856709219431,3.4962480235744637,NORMAL
2026-08-12 09:02:30,LOT-20260812-B02,W01,step_13,LDD_이온주입,RAMP,2.78071336701606,16.56796175895953,6.656088383580131,3.85985899620934,NORMAL
