Timestamp,Lot_ID,Wafer_ID,Chamber_Pressure_mTorr,RF_Forward_Power_W,RF_Reflected_Power_W,Gas_Flow_CHF3_sccm,Chuck_Temperature_C
2026-08-11 10:00:00,LOT-20260812-A01,W01,15.099342830602247,1509.2617754753164,17.798710873172006,100.77836107616663,19.932482172502564
2026-08-11 10:00:01,LOT-20260812-A01,W02,14.972347139765763,1519.0941664047014,17.718437384623183,99.44881428367147,19.985548132928447
2026-08-11 10:00:02,LOT-20260812-A01,W03,15.129537707620138,1486.0143242618085,17.718437384623183,99.18180111657769,19.920758007900005
2026-08-11 10:00:03,LOT-20260812-A01,W04,15.304605971281605,1505.6296923669056,17.718437384623183,99.99662554258904,19.969203847036095
2026-08-11 10:00:04,LOT-20260812-A01,W05,14.953169325055333,1493.4935743087817,17.718437384623183,99.82981537747507,19.810638533304623
2026-08-11 10:00:05,LOT-20260812-A01,W06,14.953172608610164,1495.128746162353,17.718437384623183,99.54677195067272,20.021329370737295
2026-08-11 10:00:06,LOT-20260812-A01,W07,15.315842563101478,1494.0760607576112,17.718437384623183,100.69638744745671,20.000120547536223
2026-08-11 10:00:07,LOT-20260812-A01,W08,15.153486945830581,1491.3600923032018,17.718437384623183,100.95530520857051,19.91829113689318
2026-08-11 10:00:08,LOT-20260812-A01,W09,14.90610512281301,1500.4852162794482,17.718437384623183,100.08840688629185,20.06592456684324
2026-08-11 10:00:09,LOT-20260812-A01,W10,15.108512008717193,1491.6904988358897,17.718437384623183,101.47753008105526,20.093757013762655
2026-08-11 10:00:10,LOT-20260812-A01,W11,14.907316461437507,1502.7045682577984,17.718437384623183,98.8583108858665,19.839244013563103
2026-08-11 10:00:11,LOT-20260812-A01,W12,14.906854049285949,1499.4976189055087,17.718437384623183,99.80634054072029,19.923727522143377
2026-08-11 10:00:12,LOT-20260812-A01,W13,15.048392454313207,1497.610519531336,18.627075199219245,99.2831776793972,19.92308576502127
2026-08-11 10:00:13,LOT-20260812-A01,W14,14.806793541950714,1490.924363379584,17.718437384623183,98.13346338292693,19.906009689889114
2026-08-11 10:00:14,LOT-20260812-A01,W15,14.806793541950714,1494.2322866943166,18.4719276063305,99.9173193141573,20.082947484193173
2026-08-11 10:00:15,LOT-20260812-A01,W16,14.887542494151806,1507.5539122582575,17.718437384623183,99.87825249161672,19.98061738612272
2026-08-11 10:00:16,LOT-20260812-A01,W17,14.806793541950714,1505.0091718762437,17.718437384623183,101.51344974324213,19.973548515868938
2026-08-11 10:00:17,LOT-20260812-A01,W18,15.062849466519054,1490.2244475520145,17.718437384623183,100.63081168455477,19.799613763559325
2026-08-11 10:00:18,LOT-20260812-A01,W19,14.818395184895758,1500.9933230542922,17.718437384623183,98.9758131756708,20.06354180302092
2026-08-11 10:00:19,LOT-20260812-A01,W20,14.806793541950714,1507.513871233718,17.718437384623183,101.85409256633419,19.87607416051465
2026-08-11 10:00:20,LOT-20260812-A01,W21,15.29312975378431,1483.3059471887864,17.718437384623183,101.22103369552535,20.00599326302663
2026-08-11 10:00:21,LOT-20260812-A01,W22,14.954844739902693,1505.4336019237994,17.718437384623183,100.58209770346862,20.02773769379582
2026-08-11 10:00:22,LOT-20260812-A01,W23,15.013505640937584,1493.3737624105415,17.718437384623183,99.77351590115016,20.136065859583866
2026-08-11 10:00:23,LOT-20260812-A01,W24,14.806793541950714,1505.7059866859315,18.627075199219245,99.04056076327652,19.86911796008809
2026-08-11 10:00:24,LOT-20260812-A01,W25,14.891123455094963,1492.3674084345748,18.455086340201422,99.62779322392895,19.698048784417917
2026-08-11 10:00:25,LOT-20260812-A01,W01,15.022184517941973,1481.951178993355,17.718437384623183,101.08874861970419,20.01838495447537
2026-08-11 10:00:26,LOT-20260812-A01,W02,14.806793541950714,1483.7245756211685,17.718437384623183,101.8845863059346,20.180051118151084
2026-08-11 10:00:27,LOT-20260812-A01,W03,15.075139603669134,1500.4808494666138,17.718437384623183,101.54324352827219,20.123894635293944
2026-08-11 10:00:28,LOT-20260812-A01,W04,14.879872262016239,1502.597225017215,17.718437384623183,99.51115057821373,20.020965941527464
2026-08-11 10:00:29,LOT-20260812-A01,W05,14.941661250041344,1490.956833748956,17.718437384623183,98.88038256671099,19.950836381436794
2026-08-11 10:00:30,LOT-20260812-B02,W01,14.87965867755412,1506.3859245877738,17.718437384623183,100.14088624691121,20.08071225966373
2026-08-11 10:00:31,LOT-20260812-B02,W02,15.370455636901788,1483.3847993773104,17.718437384623183,98.23156063443714,19.902645380029554
2026-08-11 10:00:32,LOT-20260812-B02,W03,14.997300555052414,1499.3392020135268,17.718437384623183,100.32316771418478,20.04763577693562
2026-08-11 10:00:33,LOT-20260812-B02,W04,14.806793541950714,1487.8898380023754,17.718437384623183,99.85239741370133,20.050547015916663
2026-08-11 10:00:34,LOT-20260812-B02,W05,15.164508982420639,1493.4816389219784,17.718437384623183,99.53396349813175,20.106020990749887
2026-08-11 10:00:35,LOT-20260812-B02,W06,14.806793541950714,1500.473986713164,18.147973526580067,98.40529693273321,20.275966003891106
2026-08-11 10:00:36,LOT-20260812-B02,W07,15.041772719000951,1491.3958663471606,17.718437384623183,100.51360010656971,20.039241596717876
2026-08-11 10:00:37,LOT-20260812-B02,W08,14.806793541950714,1496.1544445577017,17.718437384623183,99.46729916033809,19.94910363742925
2026-08-11 10:00:38,LOT-20260812-B02,W09,14.806793541950714,1510.0629280921444,17.718437384623183,98.83008316428972,19.9974425687808
2026-08-11 10:00:39,LOT-20260812-B02,W10,15.039372247173825,1494.2310813047686,17.718437384623183,97.53235824604157,19.823092409511087
2026-08-11 10:00:40,LOT-20260812-B02,W11,15.147693315999081,1508.3569211206514,18.36785538291574,99.97248509494936,19.930528686891094
2026-08-11 10:00:41,LOT-20260812-B02,W12,15.034273656237994,1488.7029314534238,17.718437384623183,101.77225159666975,19.95907175618869
2026-08-11 10:00:42,LOT-20260812-B02,W13,14.976870343522352,1505.2980417791528,17.718437384623183,101.66125921454787,19.947591160206542
2026-08-11 10:00:43,LOT-20260812-B02,W14,14.939779260882142,1514.415686206579,17.718437384623183,99.54290374341373,20.015235487203373
2026-08-11 10:00:44,LOT-20260812-B02,W15,14.806793541950714,1475.2835549987271,17.718437384623183,99.39778793963822,19.91775800676178
2026-08-11 10:00:45,LOT-20260812-B02,W16,14.85603115832106,1492.0310474452951,17.718437384623183,100.46877425607502,20.11210306673245
2026-08-11 10:00:46,LOT-20260812-B02,W17,14.907872245808042,1505.7707212718053,17.718437384623183,99.0016145608117,20.00002070649182
2026-08-11 10:00:47,LOT-20260812-B02,W18,15.211424445243782,1497.9695461395702,17.718437384623183,100.30179189981946,19.99906996788614
2026-08-11 10:00:48,LOT-20260812-B02,W19,15.068723657913692,1503.711458733713,17.953080699451792,100.76608027838469,19.96721052834871
2026-08-11 10:00:49,LOT-20260812-B02,W20,14.806793541950714,1493.9601481328418,17.760182708294902,101.2269332238843,20.0155190683859
2026-08-11 10:00:50,LOT-20260812-B02,W21,15.06481679387896,1500.865897874729,17.718437384623183,99.89984592352005,20.082509826466765
2026-08-11 10:00:51,LOT-20260812-B02,W22,14.922983543916736,1498.443227646079,17.718437384623183,99.79632624982304,19.91328697842891
2026-08-11 10:00:52,LOT-20260812-B02,W23,14.864615599938809,1511.6778206165982,17.718437384623183,99.12201741324344,19.934188351092473
2026-08-11 10:00:53,LOT-20260812-B02,W24,15.122335257768174,1502.544208433012,17.718437384623183,99.17311964596014,19.969627397122334
2026-08-11 10:00:54,LOT-20260812-B02,W25,15.20619990449919,1503.376026620752,17.718437384623183,99.77352110809848,19.86541290765268
2026-08-11 10:00:55,LOT-20260812-B02,W01,15.18625602382324,1495.8812303387754,17.718437384623183,100.36736550681618,19.91807421402785
2026-08-11 10:00:56,LOT-20260812-B02,W02,14.832156495355472,1495.1239377592751,17.718437384623183,100.91358462623324,19.952377912645535
2026-08-11 10:00:57,LOT-20260812-B02,W03,14.938157524829757,1495.6744181218037,17.718437384623183,99.19682104931965,20.08743891807127
