Timestamp,Address,Step_Name,Phase,Head_Downforce_psi,Platen_RPM,Slurry_Flow_ml_min,Brush_Pressure_psi,Status
2026-08-12 09:00:00,step_18,ILD0_평탄화,IDLE,0.1733215662013503,4.488091522881201,9.845833912312923,0.05917296243496521,NORMAL
2026-08-12 09:00:05,step_18,ILD0_평탄화,IDLE,0.17321550133465327,4.430681046389211,9.90299697204049,0.06000396218112107,NORMAL
2026-08-12 09:00:10,step_18,ILD0_평탄화,IDLE,0.17856351483093236,4.4396602056789,9.801117388456946,0.060519032741091515,NORMAL
2026-08-12 09:00:15,step_18,ILD0_평탄화,IDLE,0.17966103415965,4.529027952920325,9.940728983706068,0.06030925026955243,NORMAL
2026-08-12 09:00:20,step_18,ILD0_평탄화,IDLE,0.1726777938539746,4.509709045279721,9.893012630787403,0.06050916268007667,NORMAL
2026-08-12 09:00:25,step_18,ILD0_평탄화,IDLE,0.17332751391890075,4.529378279771766,10.056342081571849,0.05923942112671087,NORMAL
2026-08-12 09:00:30,step_18,ILD0_평탄화,IDLE,0.17785630704876038,4.482125357636414,10.089030847959748,0.06158188112475825,NORMAL
2026-08-12 09:00:35,step_18,ILD0_평탄화,IDLE,0.176333799982856,4.539526478171267,10.039022286516767,0.059657619144661375,NORMAL
2026-08-12 09:00:40,step_18,ILD0_평탄화,IDLE,0.17669107026330233,4.479329855085495,9.964683331318973,0.059881084348523406,NORMAL
2026-08-12 09:00:45,step_18,ILD0_평탄화,IDLE,0.17724150323713267,4.555834141637113,9.960635860646153,0.05868134409078213,NORMAL
2026-08-12 09:00:50,step_18,ILD0_평탄화,IDLE,0.17439816959563983,4.5172319469735775,9.874438751888295,0.05980614484370271,NORMAL
2026-08-12 09:00:55,step_18,ILD0_평탄화,IDLE,0.17582492481247547,4.489650156475769,9.87805080108851,0.06053223773685151,NORMAL
2026-08-12 09:01:00,step_18,ILD0_평탄화,IDLE,0.17563048037674525,4.510604652208805,10.10554058021181,0.06076251061269266,NORMAL
2026-08-12 09:01:05,step_18,ILD0_평탄화,IDLE,0.17285377099938637,4.499106964951254,9.73604461020243,0.06156194073718678,NORMAL
2026-08-12 09:01:10,step_18,ILD0_평탄화,IDLE,0.17578772735803927,4.579805325765646,9.98789125925306,0.06052023489582546,NORMAL
2026-08-12 09:01:15,step_18,ILD0_평탄화,IDLE,0.17809427674037417,4.51227188112894,9.95147064076582,0.060276913195799704,NORMAL
2026-08-12 09:01:20,step_18,ILD0_평탄화,IDLE,0.17416466690289162,4.499919366380275,10.089869815206233,0.05955370488848568,NORMAL
2026-08-12 09:01:25,step_18,ILD0_평탄화,IDLE,0.17538142312185234,4.48807545714746,9.786248202486647,0.059338259591766994,NORMAL
2026-08-12 09:01:30,step_18,ILD0_평탄화,IDLE,0.17551677229002716,4.54215921096225,10.00187210582289,0.06097024851466815,NORMAL
2026-08-12 09:01:35,step_18,ILD0_평탄화,IDLE,0.17428833862391185,4.535395666952676,10.051447651203866,0.060951070351738905,NORMAL
2026-08-12 09:01:40,step_18,ILD0_평탄화,RAMP,0.1817690123769436,4.445231673937474,8.857161268825603,0.055691949196604904,NORMAL
2026-08-12 09:01:45,step_18,ILD0_평탄화,RAMP,0.34319934368745014,8.768871697075438,19.35540321628296,0.12289238354861393,NORMAL
2026-08-12 09:01:50,step_18,ILD0_평탄화,RAMP,0.5383264551869593,13.31960637232433,29.944926091912325,0.18260153476558336,NORMAL
2026-08-12 09:01:55,step_18,ILD0_평탄화,RAMP,0.7062620556163225,17.96316749209156,40.30848814458058,0.2355447644599432,NORMAL
2026-08-12 09:02:00,step_18,ILD0_평탄화,RAMP,0.8656323139932711,22.769785501223815,50.10949958666762,0.3021618272191567,NORMAL
2026-08-12 09:02:05,step_18,ILD0_평탄화,RAMP,1.0669800968488625,26.949964674150618,60.33627255176989,0.35580181416207274,NORMAL
2026-08-12 09:02:10,step_18,ILD0_평탄화,RAMP,1.2266810146126161,31.381175278006886,69.3523764924156,0.41028282812930605,NORMAL
2026-08-12 09:02:15,step_18,ILD0_평탄화,RAMP,1.3927705248276496,35.647856137350274,79.04674979016319,0.4793595903452318,NORMAL
2026-08-12 09:02:20,step_18,ILD0_평탄화,RAMP,1.586045545249912,40.80270828712046,90.05070348345407,0.54103125882102,NORMAL
2026-08-12 09:02:25,step_18,ILD0_평탄화,RAMP,1.7549467151944804,45.11380562919629,99.26238805707153,0.5995397167804677,NORMAL
2026-08-12 09:02:30,step_18,ILD0_평탄화,RAMP,1.9072804029576598,49.65920199400117,109.48080660437132,0.6714684272687518,NORMAL
2026-08-12 09:02:35,step_18,ILD0_평탄화,RAMP,2.0947433968275617,54.19233761038588,120.55936701289582,0.7215154049169399,NORMAL
2026-08-12 09:02:40,step_18,ILD0_평탄화,RAMP,2.2777909733722153,58.46705395424821,130.11345973406011,0.7805885672771948,NORMAL
2026-08-12 09:02:45,step_18,ILD0_평탄화,RAMP,2.4284043332235736,63.01691812674951,139.65911305684676,0.8417183652132565,NORMAL
2026-08-12 09:02:50,step_18,ILD0_평탄화,RAMP,2.625850700853874,67.7977203883904,149.58118109721542,0.8982347239823996,NORMAL
2026-08-12 09:02:55,step_18,ILD0_평탄화,RAMP,2.801579793727053,72.03591617786383,160.3725529341335,0.9637179162483741,NORMAL
