Timestamp,Address,Step_Name,Phase,Dose_atoms_cm2_e13,Energy_keV,Beam_Current_mA,Tilt_Angle_deg,Status
2026-08-12 09:00:00,step_13,LDD_이온주입,IDLE,0.24660007946581933,1.4992366082606714,0.6003946219930394,0.3472779949021055,NORMAL
2026-08-12 09:00:05,step_13,LDD_이온주입,IDLE,0.25100792541658595,1.515362339048614,0.5894057859291795,0.3552392452844488,NORMAL
2026-08-12 09:00:10,step_13,LDD_이온주입,IDLE,0.25105503589852673,1.5246607826690188,0.595073451467866,0.3561524217817918,NORMAL
2026-08-12 09:00:15,step_13,LDD_이온주입,IDLE,0.24945821247153394,1.4837185755501563,0.6168397203006935,0.34330834686589773,NORMAL
2026-08-12 09:00:20,step_13,LDD_이온주입,IDLE,0.254668078217952,1.493813430144514,0.5886366377684402,0.35766391942384057,NORMAL
2026-08-12 09:00:25,step_13,LDD_이온주입,IDLE,0.24609017683774836,1.5180323889784948,0.6058704242406784,0.35182355886604244,NORMAL
2026-08-12 09:00:30,step_13,LDD_이온주입,IDLE,0.24445679072436607,1.4715666190388192,0.603929073590144,0.35141634975073305,NORMAL
2026-08-12 09:00:35,step_13,LDD_이온주입,IDLE,0.24817291275075581,1.4605855743630887,0.599758285736418,0.35503312315798263,NORMAL
2026-08-12 09:00:40,step_13,LDD_이온주입,IDLE,0.2517760613352286,1.5045263190579696,0.6051943662319175,0.3471651180449786,NORMAL
2026-08-12 09:00:45,step_13,LDD_이온주입,IDLE,0.2473603884064154,1.5099269282214098,0.5883997961805671,0.35477082257095466,NORMAL
2026-08-12 09:00:50,step_13,LDD_이온주입,IDLE,0.2475475727036848,1.485553996240928,0.6165632250780356,0.34811612265131076,NORMAL
2026-08-12 09:00:55,step_13,LDD_이온주입,IDLE,0.25237755334044537,1.4884269789175908,0.6192484549512353,0.34262524660144833,NORMAL
2026-08-12 09:01:00,step_13,LDD_이온주입,IDLE,0.25115636980699435,1.4847961535651821,0.6004710469775932,0.3450112186044654,NORMAL
