Timestamp,Address,Step_Name,Phase,Zone_Temp_C,Gas_Flow_sccm,Chamber_Pressure_Torr,Ramp_Rate_C_sec,Status
2026-08-12 09:00:00,step_10,활성화_열처리,IDLE,52.463202267979405,25.398690497260965,37.93480478459766,2.5002934092430484,NORMAL
2026-08-12 09:00:05,step_10,활성화_열처리,IDLE,52.60110777538064,24.74612314029667,37.98999721410587,2.5131859662964997,NORMAL
2026-08-12 09:00:10,step_10,활성화_열처리,IDLE,52.298397355365864,24.943028927904525,38.14801830768819,2.459724930802871,NORMAL
2026-08-12 09:00:15,step_10,활성화_열처리,IDLE,52.34616753627157,25.023901886028145,38.05087633310493,2.4770025457388463,NORMAL
2026-08-12 09:00:20,step_10,활성화_열처리,IDLE,52.602135227571765,24.759911736964472,37.83717459522848,2.496295536662544,NORMAL
2026-08-12 09:00:25,step_10,활성화_열처리,IDLE,52.68778176640791,24.56122449218221,37.82304897636475,2.477833374132891,NORMAL
2026-08-12 09:00:30,step_10,활성화_열처리,IDLE,52.375681190965864,24.94741059905577,37.99356895498808,2.479610205719521,NORMAL
2026-08-12 09:00:35,step_10,활성화_열처리,IDLE,52.2333565892098,24.91973014263519,37.87872593851252,2.491253433423089,NORMAL
2026-08-12 09:00:40,step_10,활성화_열처리,IDLE,53.15682364025758,24.902897189752807,38.064854674763296,2.5162395332911545,NORMAL
2026-08-12 09:00:45,step_10,활성화_열처리,IDLE,52.65666084741774,25.05567901565024,38.0042263064965,2.4914320555780463,NORMAL
2026-08-12 09:00:50,step_10,활성화_열처리,IDLE,52.446599247646596,25.357379914631498,38.01653847690238,2.5269606548618238,NORMAL
2026-08-12 09:00:55,step_10,활성화_열처리,IDLE,52.673806255106165,24.92422682007707,37.92932568183576,2.475056055433516,NORMAL
2026-08-12 09:01:00,step_10,활성화_열처리,IDLE,52.47510867405712,25.04261074968034,38.17413836552867,2.468701943488164,NORMAL
2026-08-12 09:01:05,step_10,활성화_열처리,IDLE,52.67343137782004,25.181717630936234,38.284259372801046,2.5481586351430283,NORMAL
2026-08-12 09:01:10,step_10,활성화_열처리,IDLE,52.531878639555245,25.13853573162819,37.97214152762433,2.4835510468083624,NORMAL
2026-08-12 09:01:15,step_10,활성화_열처리,IDLE,52.51825437963352,24.84639411888804,38.0353039248415,2.467227199823196,NORMAL
2026-08-12 09:01:20,step_10,활성화_열처리,IDLE,52.477283626353845,25.02409428077851,38.00974173430643,2.4564486514557045,NORMAL
2026-08-12 09:01:25,step_10,활성화_열처리,IDLE,52.21052373330738,25.136884955042262,37.97403131365589,2.5268775863452233,NORMAL
2026-08-12 09:01:30,step_10,활성화_열처리,IDLE,52.88761897987863,24.717912165622305,37.91679295322672,2.4914673871334987,NORMAL
2026-08-12 09:01:35,step_10,활성화_열처리,IDLE,52.31169321594645,25.315884752699127,37.89150320125195,2.49365725662334,NORMAL
2026-08-12 09:01:40,step_10,활성화_열처리,RAMP,51.411981138951525,26.43158890521411,37.54576109378979,2.484079828841336,NORMAL
2026-08-12 09:01:45,step_10,활성화_열처리,RAMP,104.82971209379491,49.27721974455551,76.16209601021966,5.1012942884669785,NORMAL
2026-08-12 09:01:50,step_10,활성화_열처리,RAMP,156.7308225491916,75.19367001834817,113.79213020871855,7.482047016602408,NORMAL
2026-08-12 09:01:55,step_10,활성화_열처리,RAMP,209.95862976755177,100.64227825667103,150.96868285994378,10.234405377883263,NORMAL
2026-08-12 09:02:00,step_10,활성화_열처리,RAMP,263.05021107884943,124.45438584367125,190.17794328823933,12.513376057405424,NORMAL
2026-08-12 09:02:05,step_10,활성화_열처리,RAMP,315.7962423204234,150.4816138456881,227.98469548701433,15.106178476695833,NORMAL
2026-08-12 09:02:10,step_10,활성화_열처리,RAMP,368.15178457729735,175.16325562629217,266.53866920056043,17.58052398579044,NORMAL
2026-08-12 09:02:15,step_10,활성화_열처리,RAMP,419.7554943561715,198.5320818223612,304.1492489588364,19.996355267974195,NORMAL
2026-08-12 09:02:20,step_10,활성화_열처리,RAMP,472.53967346212926,225.45916131597855,341.40853056147586,22.441302901397954,NORMAL
2026-08-12 09:02:25,step_10,활성화_열처리,RAMP,525.326303240718,248.89985758372896,379.108129343708,25.033196392856656,NORMAL
2026-08-12 09:02:30,step_10,활성화_열처리,RAMP,576.0937700608464,275.93920285166206,417.7122110462648,27.551009873120726,NORMAL
2026-08-12 09:02:35,step_10,활성화_열처리,RAMP,630.4564677600958,299.3287889248661,455.74995703172254,29.942741395187348,NORMAL
2026-08-12 09:02:40,step_10,활성화_열처리,RAMP,681.3341605699329,324.83871456633887,494.37726368040006,32.516633886595066,NORMAL
2026-08-12 09:02:45,step_10,활성화_열처리,RAMP,736.6322772791252,351.37227891344656,531.9964516270842,35.12362049782596,NORMAL
2026-08-12 09:02:50,step_10,활성화_열처리,RAMP,787.1763879322866,375.49638164652885,570.4534753992394,37.70699477390697,NORMAL
2026-08-12 09:02:55,step_10,활성화_열처리,RAMP,839.8520998582443,398.9205260804255,607.4700667777189,40.085436932034945,NORMAL
2026-08-12 09:03:00,step_10,활성화_열처리,RAMP,891.8842343206097,423.9850834292009,646.3861057537522,42.68627596863803,NORMAL
2026-08-12 09:03:05,step_10,활성화_열처리,RAMP,944.4960239745154,449.40069721137627,684.2883956613724,44.937062578879356,NORMAL
2026-08-12 09:03:10,step_10,활성화_열처리,RAMP,999.3192748553146,475.39464408335664,721.1927063554275,47.57018822520593,NORMAL
2026-08-12 09:03:15,step_10,활성화_열처리,RAMP,1050.7522957508986,500.35829981493276,760.5290471365043,50.13385195085813,NORMAL
2026-08-12 09:03:20,step_10,활성화_열처리,ACTIVE,1048.1409570658227,498.7353465430057,760.0560750950598,49.8655500000542,NORMAL
2026-08-12 09:03:25,step_10,활성화_열처리,ACTIVE,1051.8050554808224,498.2491857715785,760.2352267023211,49.927161483193245,NORMAL
2026-08-12 09:03:30,step_10,활성화_열처리,ACTIVE,1051.4318907301697,500.42237510762874,759.4810623325429,50.26068571427529,NORMAL
2026-08-12 09:03:35,step_10,활성화_열처리,ACTIVE,1049.662545045254,499.7272099013148,760.7651482077532,49.85373517163196,NORMAL
2026-08-12 09:03:40,step_10,활성화_열처리,ACTIVE,1050.3680363304359,503.2358238311716,759.2884886024567,49.79883049510164,NORMAL
2026-08-12 09:03:45,step_10,활성화_열처리,ACTIVE,1049.9820671046948,500.0549054848446,760.4992552110243,50.22919723604593,NORMAL
2026-08-12 09:03:50,step_10,활성화_열처리,ACTIVE,1052.3670958853363,502.72137924155044,760.4923644855452,50.17951448374706,NORMAL
2026-08-12 09:03:55,step_10,활성화_열처리,ACTIVE,1049.0444517732094,498.2444246028435,759.4154995430966,50.064818036597565,NORMAL
2026-08-12 09:04:00,step_10,활성화_열처리,ACTIVE,1050.1752127317309,497.64018059065745,761.1900241596535,49.993143386803126,NORMAL
2026-08-12 09:04:05,step_10,활성화_열처리,ACTIVE,1049.4862256028086,498.3198723012117,760.1389170881305,49.93422132415925,NORMAL
