Timestamp,Address,Step_Name,Phase,Source_Power_W,Bias_Power_W,Gas_Ratio_CHF3_Ar,Chamber_Pressure_mTorr,Back_He_Pressure_Torr,Status
2026-08-12 09:00:00,step_23,컨택홀_식각,IDLE,74.66961905090724,17.475402043222996,0.07421953201209579,0.747204696808463,0.4864453766948435,NORMAL
2026-08-12 09:00:05,step_23,컨택홀_식각,IDLE,74.391585063505,17.757070617776236,0.07504170100492913,0.7646343908924758,0.4940469277656785,NORMAL
2026-08-12 09:00:10,step_23,컨택홀_식각,IDLE,75.22027699143202,17.573632081252306,0.07514007845553687,0.7669020288643451,0.49150040076026197,NORMAL
2026-08-12 09:00:15,step_23,컨택홀_식각,IDLE,74.70736318857644,17.661403036567137,0.07485946947215563,0.755909052209929,0.5074645762180211,NORMAL
2026-08-12 09:00:20,step_23,컨택홀_식각,IDLE,75.01819432310998,17.326858401298228,0.07497818120313009,0.7652586202678392,0.5131702197448059,NORMAL
2026-08-12 09:00:25,step_23,컨택홀_식각,IDLE,75.19036496415845,17.020661247798312,0.07512621846762012,0.7183066746275293,0.49826306624489053,NORMAL
2026-08-12 09:00:30,step_23,컨택홀_식각,IDLE,75.74514451839283,17.655478425052113,0.07548103681309433,0.7465420588247902,0.5022977676033491,NORMAL
2026-08-12 09:00:35,step_23,컨택홀_식각,IDLE,75.471942386034,17.775231980416546,0.07616911804341377,0.7037910190923911,0.5042877182098915,NORMAL
2026-08-12 09:00:40,step_23,컨택홀_식각,IDLE,74.59139419633561,17.44385950808188,0.0727344522083603,0.7238085950314913,0.5180400409858886,NORMAL
2026-08-12 09:00:45,step_23,컨택홀_식각,IDLE,74.31298665734546,17.72193914594838,0.0761137375141387,0.7418097825452258,0.4822642655778682,NORMAL
2026-08-12 09:00:50,step_23,컨택홀_식각,IDLE,76.02442866285267,17.41619680170577,0.07328919188368203,0.7400192334150573,0.5074422189912693,NORMAL
2026-08-12 09:00:55,step_23,컨택홀_식각,IDLE,74.05040419681539,17.477325209670383,0.07530876282103677,0.7506211543371372,0.503765247479395,NORMAL
2026-08-12 09:01:00,step_23,컨택홀_식각,IDLE,74.72849829138536,17.93810719709682,0.07735562896908849,0.7496902423259552,0.4962916047475418,NORMAL
2026-08-12 09:01:05,step_23,컨택홀_식각,IDLE,75.38714689219327,17.42711998657339,0.07495745971157423,0.7520061364497185,0.5032622673572029,NORMAL
2026-08-12 09:01:10,step_23,컨택홀_식각,IDLE,75.98325674817002,17.41235765186165,0.07518001913941465,0.7526206447294602,0.5074082897582992,NORMAL
2026-08-12 09:01:15,step_23,컨택홀_식각,IDLE,74.88620308492548,17.03250511919817,0.07468974028607954,0.7549938408690445,0.505831627124828,NORMAL
2026-08-12 09:01:20,step_23,컨택홀_식각,IDLE,75.01640579656254,17.67251828999525,0.07566726234726495,0.7356143298388206,0.521585006059163,NORMAL
2026-08-12 09:01:25,step_23,컨택홀_식각,IDLE,74.47498354704155,17.322539658636423,0.07536220855263975,0.739128115209543,0.5012748158779369,NORMAL
2026-08-12 09:01:30,step_23,컨택홀_식각,IDLE,75.07596966728113,17.536806252753173,0.07432395275522094,0.7494468291105787,0.5002690518329033,NORMAL
2026-08-12 09:01:35,step_23,컨택홀_식각,IDLE,74.30990761241947,17.42124022814182,0.07488564694481518,0.7496798557399061,0.49818701214330224,NORMAL
2026-08-12 09:01:40,step_23,컨택홀_식각,RAMP,73.19931611227523,17.054207284508056,0.07052625398489117,0.6850843580822221,0.5221191534858355,NORMAL
2026-08-12 09:01:45,step_23,컨택홀_식각,RAMP,151.83333732993236,34.882270510138355,0.14952423431507075,1.564893562860783,0.9987176695405621,NORMAL
2026-08-12 09:01:50,step_23,컨택홀_식각,RAMP,223.9594156395314,52.45914766044059,0.22332251125233304,2.2934880406530493,1.5005283658025907,NORMAL
