Timestamp,Lot_ID,Wafer_ID,Address,Step_Name,Phase,Parameter_Alpha,Parameter_Beta,Process_Status_Score,Status
09:00:00,LOT-20260812-A01,W01,step_01,베어_웨이퍼_준비,IDLE,5.024835707650562,2.46461573144874,4.957155747206966,NORMAL
09:00:05,LOT-20260812-A01,W02,step_01,베어_웨이퍼_준비,IDLE,4.993086784941441,2.489483866930866,4.961215690527365,NORMAL
09:00:10,LOT-20260812-A01,W03,step_01,베어_웨이퍼_준비,IDLE,5.032384426905034,2.491432137086831,4.971661024863506,NORMAL
09:00:15,LOT-20260812-A01,W04,step_01,베어_웨이퍼_준비,IDLE,5.076151492820402,2.4799430682694594,4.971076041040698,NORMAL
09:00:20,LOT-20260812-A01,W05,step_01,베어_웨이퍼_준비,IDLE,4.988292331263834,2.49596785720835,4.922446612640858,NORMAL
09:00:25,LOT-20260812-A01,W06,step_01,베어_웨이퍼_준비,IDLE,4.988293152152541,2.510101271420364,4.931243499201698,NORMAL
09:00:30,LOT-20260812-A01,W07,step_01,베어_웨이퍼_준비,IDLE,5.078960640775369,2.547154647530263,4.960300705344173,NORMAL
09:00:35,LOT-20260812-A01,W08,step_01,베어_웨이퍼_준비,IDLE,5.038371736457646,2.504364445320796,4.960275719018244,NORMAL
09:00:40,LOT-20260812-A01,W09,step_01,베어_웨이퍼_준비,IDLE,4.976526280703252,2.506438759768069,4.960300953726121,NORMAL
09:00:45,LOT-20260812-A01,W10,step_01,베어_웨이퍼_준비,IDLE,5.027128002179298,2.498138852105846,5.027054629813095,NORMAL
09:00:50,LOT-20260812-A01,W11,step_01,베어_웨이퍼_준비,IDLE,4.976829115359377,2.452030719617524,4.961417810213863,NORMAL
09:00:55,LOT-20260812-A01,W12,step_01,베어_웨이퍼_준비,IDLE,4.976713512321487,2.4993371531137694,4.972711312803612,NORMAL
09:01:00,LOT-20260812-A01,W13,step_01,베어_웨이퍼_준비,IDLE,5.012098113578301,2.501505755248526,4.969080035269864,NORMAL
09:01:05,LOT-20260812-A01,W14,step_01,베어_웨이퍼_준비,IDLE,4.90433598776711,2.5615810528121323,4.963027825026116,NORMAL
09:01:10,LOT-20260812-A01,W15,step_01,베어_웨이퍼_준비,IDLE,4.913754108374349,2.495190975880472,4.943694615107193,NORMAL
09:01:15,LOT-20260812-A01,W16,step_01,베어_웨이퍼_준비,IDLE,4.971885623537951,2.5075386835583404,4.965179384409866,NORMAL
09:01:20,LOT-20260812-A01,W17,step_01,베어_웨이퍼_준비,IDLE,4.949358443983279,2.499132205757369,4.934543495709248,NORMAL
09:01:25,LOT-20260812-A01,W18,step_01,베어_웨이퍼_준비,IDLE,5.015712366629764,2.4707830490595115,4.9452636278652,NORMAL
09:01:30,LOT-20260812-A01,W19,step_01,베어_웨이퍼_준비,IDLE,4.954598796223939,2.528570570362876,4.940292729043418,NORMAL
09:01:35,LOT-20260812-A01,W20,step_01,베어_웨이퍼_준비,IDLE,4.929384814933235,2.5187983258171696,4.951637482787727,NORMAL
09:01:40,LOT-20260812-A01,W21,step_01,베어_웨이퍼_준비,RAMP,5.293129753784311,2.5791031947043046,5.135172685333881,NORMAL
09:01:45,LOT-20260812-A01,W22,step_01,베어_웨이퍼_준비,RAMP,9.954844739902692,4.909061254520526,9.75061878459266,NORMAL
09:01:50,LOT-20260812-A01,W23,step_01,베어_웨이퍼_준비,RAMP,15.013505640937584,7.64027943109361,14.904900815229963,NORMAL
09:01:55,LOT-20260812-A01,W24,step_01,베어_웨이퍼_준비,RAMP,19.71505036275731,9.859814893720772,19.67098273030483,NORMAL
09:02:00,LOT-20260812-A01,W25,step_01,베어_웨이퍼_준비,RAMP,24.891123455094963,12.558685709380027,24.712245450736845,NORMAL
09:02:05,LOT-20260812-A01,W01,step_01,베어_웨이퍼_준비,RAMP,30.022184517941973,15.219045562580998,29.78711604775739,NORMAL
09:02:10,LOT-20260812-A01,W02,step_01,베어_웨이퍼_준비,RAMP,34.76980128451554,17.40094636748693,34.65514240152764,NORMAL
09:02:15,LOT-20260812-A01,W03,step_01,베어_웨이퍼_준비,RAMP,40.075139603669136,19.94337022703972,39.51378041776566,NORMAL
09:02:20,LOT-20260812-A01,W04,step_01,베어_웨이퍼_준비,RAMP,44.87987226201624,22.509965136508765,44.492775703259205,NORMAL
09:02:25,LOT-20260812-A01,W05,step_01,베어_웨이퍼_준비,RAMP,49.94166125004134,24.94965243458838,49.55436781991478,NORMAL
09:02:30,LOT-20260812-B02,W01,step_01,베어_웨이퍼_준비,RAMP,54.87965867755412,27.344933656893385,54.39157066946263,NORMAL
09:02:35,LOT-20260812-B02,W02,step_01,베어_웨이퍼_준비,RAMP,60.37045563690179,30.006856297480603,59.41731668716656,NORMAL
09:02:40,LOT-20260812-B02,W03,step_01,베어_웨이퍼_준비,RAMP,64.99730055505242,32.39376962862739,64.35364574719232,NORMAL
09:02:45,LOT-20260812-B02,W04,step_01,베어_웨이퍼_준비,RAMP,69.78845781420883,35.04735924306352,69.24787197219155,NORMAL
09:02:50,LOT-20260812-B02,W05,step_01,베어_웨이퍼_준비,RAMP,75.16450898242064,37.40805757657662,74.42151552714603,NORMAL
