Timestamp,Address,Step_Name,Phase,Yield_Rate_Pct,Contact_Resistance_Ohm,Leakage_Current_nA,Status
2026-08-12 09:00:00,step_35,칩_테스트,IDLE,4.9025007722256575,0.5886442438596219,0.024383766343063884,NORMAL
2026-08-12 09:00:05,step_35,칩_테스트,IDLE,4.893985990952704,0.611651674447261,0.025951116272538887,NORMAL
2026-08-12 09:00:10,step_35,칩_테스트,IDLE,4.9307376583346265,0.6198741016794096,0.024455313793209994,NORMAL
2026-08-12 09:00:15,step_35,칩_테스트,IDLE,4.942618706993498,0.5922728943005703,0.025291623064716186,NORMAL
2026-08-12 09:00:20,step_35,칩_테스트,IDLE,4.898051019203461,0.6053641616332126,0.024876505624872973,NORMAL
2026-08-12 09:00:25,step_35,칩_테스트,IDLE,4.932544570499728,0.5969209511425755,0.025161785100078903,NORMAL
2026-08-12 09:00:30,step_35,칩_테스트,IDLE,4.888562838645467,0.5907901920960295,0.02507394872999481,NORMAL
2026-08-12 09:00:35,step_35,칩_테스트,IDLE,4.951521107792454,0.5952724506773523,0.024968034309119567,NORMAL
2026-08-12 09:00:40,step_35,칩_테스트,IDLE,4.910717935777026,0.6019279586853384,0.024526532933500253,NORMAL
2026-08-12 09:00:45,step_35,칩_테스트,IDLE,4.920899329317254,0.586226459494269,0.024335295210889153,NORMAL
2026-08-12 09:00:50,step_35,칩_테스트,IDLE,4.946607927342357,0.5837683490204302,0.025315985832956207,NORMAL
2026-08-12 09:00:55,step_35,칩_테스트,IDLE,4.944280084757024,0.5866559092593957,0.025052706133984515,NORMAL
2026-08-12 09:01:00,step_35,칩_테스트,IDLE,4.936848654422309,0.6049185112384347,0.024307902091221713,NORMAL
2026-08-12 09:01:05,step_35,칩_테스트,IDLE,4.95073705604264,0.5780128063098645,0.025343384162680564,NORMAL
2026-08-12 09:01:10,step_35,칩_테스트,IDLE,4.935226164980679,0.5667453069941848,0.02453744665975131,NORMAL
2026-08-12 09:01:15,step_35,칩_테스트,IDLE,4.961188319544696,0.6205875573548129,0.026555439996312276,NORMAL
2026-08-12 09:01:20,step_35,칩_테스트,IDLE,4.882230397510084,0.5848016784184153,0.027489180312416043,NORMAL
2026-08-12 09:01:25,step_35,칩_테스트,IDLE,4.923510831525903,0.5970898631664521,0.02638904684736021,NORMAL
2026-08-12 09:01:30,step_35,칩_테스트,IDLE,4.92244835413577,0.6138343343488666,0.02633332453487539,NORMAL
2026-08-12 09:01:35,step_35,칩_테스트,IDLE,4.919525731839138,0.5784261085447531,0.02581416737961986,NORMAL
2026-08-12 09:01:40,step_35,칩_테스트,RAMP,4.974742879706456,0.5136334946670286,0.024160673793624507,NORMAL
2026-08-12 09:01:45,step_35,칩_테스트,RAMP,9.871399600186118,1.162045012027958,0.042403758469883535,NORMAL
2026-08-12 09:01:50,step_35,칩_테스트,RAMP,14.857482016448285,1.8576782804415175,0.07089997636144835,NORMAL
2026-08-12 09:01:55,step_35,칩_테스트,RAMP,19.58161269099941,2.3987012095805276,0.09729304210209475,NORMAL
2026-08-12 09:02:00,step_35,칩_테스트,RAMP,24.854221164036673,2.9995154327059663,0.12983094847808901,NORMAL
2026-08-12 09:02:05,step_35,칩_테스트,RAMP,29.510902788947096,3.582274616884533,0.15102452777312605,NORMAL
2026-08-12 09:02:10,step_35,칩_테스트,RAMP,34.503675636297615,4.233728085628517,0.1723619061866862,NORMAL
2026-08-12 09:02:15,step_35,칩_테스트,RAMP,39.37937584264312,4.885910789890558,0.19261925463626076,NORMAL
2026-08-12 09:02:20,step_35,칩_테스트,RAMP,44.333106665105085,5.579041470379625,0.2342725877138797,NORMAL
2026-08-12 09:02:25,step_35,칩_테스트,RAMP,49.1965089498625,5.9911148620703125,0.25213325422385185,NORMAL
2026-08-12 09:02:30,step_35,칩_테스트,RAMP,54.19558030137858,6.691556871908861,0.2786340393337138,NORMAL
2026-08-12 09:02:35,step_35,칩_테스트,RAMP,59.158009673751444,7.259955888382969,0.2978573577067053,NORMAL
2026-08-12 09:02:40,step_35,칩_테스트,RAMP,63.78482660305191,7.816019661305245,0.32444555091734884,NORMAL
2026-08-12 09:02:45,step_35,칩_테스트,RAMP,68.91714522076086,8.26740038715656,0.34862453818077355,NORMAL
2026-08-12 09:02:50,step_35,칩_테스트,RAMP,73.8383420486293,8.9773267701884,0.375257346955846,NORMAL
2026-08-12 09:02:55,step_35,칩_테스트,RAMP,79.03210685106882,9.579704204446623,0.40738314864971603,NORMAL
2026-08-12 09:03:00,step_35,칩_테스트,RAMP,83.81100711801007,10.221528049561334,0.42018287553097555,NORMAL
2026-08-12 09:03:05,step_35,칩_테스트,RAMP,88.80000596190519,10.788151993464423,0.44983494337880964,NORMAL
2026-08-12 09:03:10,step_35,칩_테스트,RAMP,93.63081158673411,11.366208064494947,0.4764434981250047,NORMAL
2026-08-12 09:03:15,step_35,칩_테스트,RAMP,98.5082357702163,12.12180059669061,0.49953273090821126,NORMAL
2026-08-12 09:03:20,step_35,칩_테스트,ACTIVE,98.5546236015363,12.117735946882265,0.505971949090993,NORMAL
